Date,Region,Area,Cases,Case Rate,CF Outbreak
2020-06-18,San Gabriel Valley,City of San Gabriel,190,464.0,False
2020-06-18,San Gabriel Valley,City of San Marino,24,181.0,False
2020-06-18,Northwest County,City of Santa Clarita,930,422.0,False
2020-06-18,Southeast,City of Santa Fe Springs,105,572.0,False
2020-06-18,Westside,City of Santa Monica,345,373.0,False
2020-06-18,San Gabriel Valley,City of Sierra Madre,23,209.0,False
2020-06-18,Harbor,City of Signal Hill,57,483.0,False
2020-06-18,San Gabriel Valley,City of South El Monte,191,915.0,False
2020-06-18,Southeast,City of South Gate,1170,1192.0,False
2020-06-18,San Gabriel Valley,City of South Pasadena,138,530.0,False
2020-06-18,San Gabriel Valley,City of Temple City,199,546.0,False
2020-06-18,South Bay,City of Torrance,471,316.0,False
2020-06-18,Southeast,City of Vernon,5,2392.0,False
2020-06-18,San Gabriel Valley,City of Walnut,66,216.0,False
2020-06-18,San Gabriel Valley,City of West Covina,589,544.0,False
2020-06-18,Central LA,City of West Hollywood,210,568.0,False
2020-06-18,Santa Monica Mountains,City of Westlake Village,7,84.0,False
2020-06-18,San Gabriel Valley,City of Whittier,485,555.0,False
2020-06-18,,Los Angeles,35494,878.0,False
2020-06-18,South LA,Los Angeles - Adams-Normandie,81,988.0,False
2020-06-18,South LA,Los Angeles - Alsace,105,844.0,False
2020-06-18,Angeles Forest,Los Angeles - Angeles National Forest,1,2500.0,False
2020-06-18,Central LA,Los Angeles - Angelino Heights,21,839.0,False
2020-06-18,San Fernando Valley,Los Angeles - Arleta,363,1056.0,False
2020-06-18,Northeast LA,Los Angeles - Atwater Village,58,395.0,False
2020-06-18,South LA,Los Angeles - Baldwin Hills,226,726.0,False
2020-06-18,Westside,Los Angeles - Bel Air,40,475.0,False
2020-06-18,Westside,Los Angeles - Beverly Crest,46,367.0,False
2020-06-18,Westside,Los Angeles - Beverlywood,48,364.0,False
2020-06-18,Eastside,Los Angeles - Boyle Heights,1273,1465.0,True
2020-06-18,Westside,Los Angeles - Brentwood,93,300.0,False
2020-06-18,Central LA,Los Angeles - Brookside,1,172.0,False
2020-06-18,Central LA,Los Angeles - Cadillac-Corning,38,534.0,False
2020-06-18,San Fernando Valley,Los Angeles - Canoga Park,655,1003.0,False
2020-06-18,Central LA,Los Angeles - Carthay,92,641.0,False
2020-06-18,South LA,Los Angeles - Central,722,1852.0,False
2020-06-18,Westside,Los Angeles - Century City,47,367.0,False
2020-06-18,South LA,Los Angeles - Century Palms/Cove,444,1315.0,False
2020-06-18,San Fernando Valley,Los Angeles - Chatsworth,241,650.0,False
2020-06-18,Westside,Los Angeles - Cheviot Hills,25,273.0,False
2020-06-18,Central LA,Los Angeles - Chinatown,29,362.0,False
2020-06-18,Central LA,Los Angeles - Cloverdale/Cochran,105,722.0,False
2020-06-18,Central LA,Los Angeles - Country Club Park,124,818.0,False
2020-06-18,South LA,Los Angeles - Crenshaw District,98,709.0,False
2020-06-18,Central LA,Los Angeles - Crestview,101,888.0,False
2020-06-18,Westside,Los Angeles - Del Rey,98,327.0,False
2020-06-18,Central LA,Los Angeles - Downtown,214,778.0,True
2020-06-18,Northeast LA,Los Angeles - Eagle Rock,240,606.0,False
2020-06-18,Central LA,Los Angeles - East Hollywood,266,908.0,False
2020-06-18,Central LA,Los Angeles - Echo Park,68,477.0,False
2020-06-18,Eastside,Los Angeles - El Sereno,309,739.0,False
2020-06-18,Central LA,Los Angeles - Elysian Park,20,350.0,False
2020-06-18,Northeast LA,Los Angeles - Elysian Valley,81,796.0,False
2020-06-18,San Fernando Valley,Los Angeles - Encino,160,354.0,False
2020-06-18,South LA,Los Angeles - Exposition,16,481.0,False
2020-06-18,South LA,Los Angeles - Exposition Park,372,828.0,False
2020-06-18,Central LA,Los Angeles - Faircrest Heights,10,278.0,False
2020-06-18,South LA,Los Angeles - Figueroa Park Square,72,826.0,False
2020-06-18,South LA,Los Angeles - Florence-Firestone,680,1433.0,False
2020-06-18,Northeast LA,Los Angeles - Glassell Park,241,763.0,False
2020-06-18,South LA,Los Angeles - Gramercy Place,93,864.0,False
2020-06-18,San Fernando Valley,Los Angeles - Granada Hills,460,791.0,False
2020-06-18,South LA,Los Angeles - Green Meadows,267,1242.0,False
2020-06-18,Central LA,Los Angeles - Hancock Park,99,581.0,False
2020-06-18,Harbor,Los Angeles - Harbor City,154,530.0,False
2020-06-18,Harbor,Los Angeles - Harbor Gateway,214,491.0,False
2020-06-18,Harbor,Los Angeles - Harbor Pines,9,374.0,False
2020-06-18,Central LA,Los Angeles - Harvard Heights,184,1020.0,False
2020-06-18,South LA,Los Angeles - Harvard Park,476,1255.0,False
2020-06-18,Northeast LA,Los Angeles - Highland Park,357,738.0,False
2020-06-18,Central LA,Los Angeles - Historic Filipinotown,191,1377.0,False
2020-06-18,Central LA,Los Angeles - Hollywood,365,535.0,False
2020-06-18,Central LA,Los Angeles - Hollywood Hills,98,333.0,False
2020-06-18,South LA,Los Angeles - Hyde Park,210,736.0,False
2020-06-18,South LA,Los Angeles - Jefferson Park,73,904.0,False
2020-06-18,Central LA,Los Angeles - Koreatown,388,751.0,False
2020-06-18,Central LA,Los Angeles - Lafayette Square,26,570.0,False
2020-06-18,San Fernando Valley,Los Angeles - Lake Balboa,265,628.0,False
2020-06-18,San Fernando Valley,Los Angeles - Lakeview Terrace,169,1287.0,False
2020-06-18,South LA,Los Angeles - Leimert Park,76,499.0,False
2020-06-18,Eastside,Los Angeles - Lincoln Heights,402,1233.0,False
2020-06-18,Central LA,Los Angeles - Little Armenia,232,2891.0,False
2020-06-18,Central LA,Los Angeles - Little Bangladesh,200,706.0,False
2020-06-18,Central LA,Los Angeles - Little Tokyo,33,1053.0,False
2020-06-18,Central LA,Los Angeles - Longwood,32,743.0,False
2020-06-18,Central LA,Los Angeles - Los Feliz,67,310.0,False
2020-06-18,South LA,Los Angeles - Manchester Square,34,398.0,False
2020-06-18,Westside,Los Angeles - Mandeville Canyon,3,96.0,False
2020-06-18,Westside,Los Angeles - Mar Vista,99,233.0,False
2020-06-18,Westside,Los Angeles - Marina Peninsula,15,344.0,False
2020-06-18,Central LA,Los Angeles - Melrose,716,922.0,False
2020-06-18,Central LA,Los Angeles - Mid-city,146,971.0,False
2020-06-18,Central LA,Los Angeles - Miracle Mile,50,278.0,False
2020-06-18,San Fernando Valley,Los Angeles - Mission Hills,216,895.0,False
2020-06-18,Northeast LA,Los Angeles - Mt. Washington,134,555.0,False
2020-06-18,San Fernando Valley,Los Angeles - North Hills,636,1033.0,False
2020-06-18,San Fernando Valley,Los Angeles - North Hollywood,959,633.0,False
2020-06-18,San Fernando Valley,Los Angeles - Northridge,459,658.0,False
2020-06-18,Westside,Los Angeles - Pacific Palisades,63,296.0,False
2020-06-18,San Fernando Valley,Los Angeles - Pacoima,1065,1383.0,False
2020-06-18,Westside,Los Angeles - Palisades Highlands,8,208.0,False
2020-06-18,Westside,Los Angeles - Palms,234,533.0,False
2020-06-18,San Fernando Valley,Los Angeles - Panorama City,1081,1437.0,False
2020-06-18,Central LA,Los Angeles - Park La Brea,25,184.0,False
2020-06-18,Central LA,Los Angeles - Pico-Union,793,1895.0,False
2020-06-18,South Bay,Los Angeles - Playa Del Rey,5,156.0,False
2020-06-18,Westside,Los Angeles - Playa Vista,39,356.0,False
2020-06-18,San Fernando Valley,Los Angeles - Porter Ranch,116,326.0,False
2020-06-18,Westside,Los Angeles - Rancho Park,20,305.0,False
2020-06-18,Central LA,Los Angeles - Regent Square,12,432.0,False
2020-06-18,San Fernando Valley,Los Angeles - Reseda,792,1034.0,False
2020-06-18,San Fernando Valley,Los Angeles - Reseda Ranch,34,733.0,False
2020-06-18,Central LA,Los Angeles - Reynier Village,17,402.0,False
2020-06-18,Harbor,Los Angeles - San Pedro,1057,1354.0,True
2020-06-18,San Fernando Valley,Los Angeles - Shadow Hills,13,293.0,False
2020-06-18,San Fernando Valley,Los Angeles - Sherman Oaks,301,345.0,False
2020-06-18,Central LA,Los Angeles - Silverlake,232,526.0,False
2020-06-18,Central LA,Los Angeles - South Carthay,42,396.0,False
2020-06-18,South LA,Los Angeles - South Park,658,1733.0,False
2020-06-18,Central LA,Los Angeles - St Elmo Village,53,1156.0,False
2020-06-18,San Fernando Valley,Los Angeles - Studio City,91,406.0,False
2020-06-18,San Fernando Valley,Los Angeles - Sun Valley,415,791.0,False
2020-06-18,Verdugos,Los Angeles - Sunland,195,956.0,False
2020-06-18,Central LA,Los Angeles - Sycamore Square,1,155.0,False
2020-06-18,San Fernando Valley,Los Angeles - Sylmar,1075,1305.0,True
2020-06-18,San Fernando Valley,Los Angeles - Tarzana,299,968.0,False
2020-06-18,Central LA,Los Angeles - Temple-Beaudry,449,1137.0,False
2020-06-18,Central LA,Los Angeles - Thai Town,47,479.0,False
2020-06-18,San Fernando Valley,Los Angeles - Toluca Lake,23,264.0,False
2020-06-18,San Fernando Valley,Los Angeles - Toluca Terrace,8,613.0,False
2020-06-18,San Fernando Valley,Los Angeles - Toluca Woods,3,161.0,False
2020-06-18,Verdugos,Los Angeles - Tujunga,150,539.0,False
2020-06-18,Eastside,Los Angeles - University Hills,17,496.0,False
2020-06-18,South LA,Los Angeles - University Park,291,1060.0,False
2020-06-18,San Fernando Valley,Los Angeles - Valley Glen,179,596.0,False
2020-06-18,San Fernando Valley,Los Angeles - Valley Village,252,1019.0,False
2020-06-18,San Fernando Valley,Los Angeles - Van Nuys,1011,1085.0,False
2020-06-18,Westside,Los Angeles - Venice,77,227.0,False
2020-06-18,South LA,Los Angeles - Vermont Knolls,256,1488.0,False
2020-06-18,South LA,Los Angeles - Vermont Square,126,1646.0,False
2020-06-18,South LA,Los Angeles - Vermont Vista,576,1399.0,False
2020-06-18,South LA,Los Angeles - Vernon Central,999,1921.0,False
2020-06-18,Central LA,Los Angeles - Victoria Park,74,881.0,False
2020-06-18,South LA,Los Angeles - View Heights,11,298.0,False
2020-06-18,South LA,Los Angeles - Watts,508,1190.0,False
2020-06-18,Central LA,Los Angeles - Wellington Square,35,712.0,False
2020-06-18,South LA,Los Angeles - West Adams,335,1212.0,False
2020-06-18,San Fernando Valley,Los Angeles - West Hills,182,449.0,False
2020-06-18,Westside,Los Angeles - West Los Angeles,112,298.0,False
2020-06-18,South LA,Los Angeles - West Vernon,715,1333.0,False
2020-06-18,South Bay,Los Angeles - Westchester,127,246.0,False
2020-06-18,Central LA,Los Angeles - Westlake,1124,1894.0,False
2020-06-18,Westside,Los Angeles - Westwood,97,179.0,False
2020-06-18,Central LA,Los Angeles - Wholesale District,965,2671.0,True
2020-06-18,Harbor,Los Angeles - Wilmington,419,742.0,False
2020-06-18,Central LA,Los Angeles - Wilshire Center,355,708.0,False
2020-06-18,San Fernando Valley,Los Angeles - Winnetka,381,736.0,False
2020-06-18,San Fernando Valley,Los Angeles - Woodland Hills,216,317.0,False
2020-06-18,Antelope Valley,Unincorporated - Acton,18,226.0,False
2020-06-18,Northwest County,Unincorporated - Agua Dulce,9,216.0,False
2020-06-18,Verdugos,Unincorporated - Altadena,192,440.0,False
2020-06-18,Antelope Valley,Unincorporated - Anaverde,4,265.0,False
2020-06-18,Angeles Forest,Unincorporated - Angeles National Forest,2,161.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Arcadia,14,175.0,False
2020-06-18,South LA,Unincorporated - Athens-Westmont,344,811.0,False
2020-06-18,South LA,Unincorporated - Athens Village,48,980.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Avocado Heights,48,708.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Azusa,108,678.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Bassett,166,1120.0,False
2020-06-18,Northwest County,Unincorporated - Bouquet Canyon,1,93.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Bradbury,0,0.0,False
2020-06-18,Northwest County,Unincorporated - Canyon Country,39,505.0,False
2020-06-18,Northwest County,Unincorporated - Castaic,1724,6340.0,True
2020-06-18,Southeast,Unincorporated - Cerritos,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Charter Oak,0,0.0,False
2020-06-18,Pomona Valley,Unincorporated - Claremont,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Covina,77,458.0,False
2020-06-18,South Bay,Unincorporated - Del Aire,19,433.0,False
2020-06-18,Westside,Unincorporated - Del Rey,1,314.0,False
2020-06-18,Antelope Valley,Unincorporated - Del Sur,2,83.0,False
2020-06-18,Antelope Valley,Unincorporated - Desert View Highlands,6,241.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Duarte,24,542.0,False
2020-06-18,San Gabriel Valley,Unincorporated - East Covina,0,0.0,False
2020-06-18,Southeast,Unincorporated - East La Mirada,25,472.0,False
2020-06-18,Antelope Valley,Unincorporated - East Lancaster,0,0.0,False
2020-06-18,Eastside,Unincorporated - East Los Angeles,1831,1462.0,False
2020-06-18,San Gabriel Valley,Unincorporated - East Pasadena,4,62.0,False
2020-06-18,Southeast,Unincorporated - East Rancho Dominguez,125,817.0,False
2020-06-18,Southeast,Unincorporated - East Whittier,17,320.0,False
2020-06-18,South Bay,Unincorporated - El Camino Village,64,728.0,False
2020-06-18,San Gabriel Valley,Unincorporated - El Monte,1,690.0,False
2020-06-18,Antelope Valley,Unincorporated - Elizabeth Lake,3,181.0,False
2020-06-18,South LA,Unincorporated - Florence-Firestone,993,1535.0,False
2020-06-18,Central LA,Unincorporated - Franklin Canyon,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Glendora,3,455.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Hacienda Heights,234,418.0,False
2020-06-18,Harbor,Unincorporated - Harbor Gateway,0,0.0,False
2020-06-18,South Bay,Unincorporated - Hawthorne,11,438.0,False
2020-06-18,Antelope Valley,Unincorporated - Hi Vista,1,91.0,False
2020-06-18,Angeles Forest,Unincorporated - Kagel/Lopez Canyons,8,567.0,False
2020-06-18,Verdugos,Unincorporated - La Crescenta-Montrose,38,192.0,False
2020-06-18,San Gabriel Valley,Unincorporated - La Habra Heights,0,0.0,False
2020-06-18,Harbor,Unincorporated - La Rambla,45,2169.0,False
2020-06-18,Pomona Valley,Unincorporated - La Verne,6,294.0,False
2020-06-18,Westside,Unincorporated - Ladera Heights,25,354.0,False
2020-06-18,Northwest County,Unincorporated - Lake Hughes,1,150.0,False
2020-06-18,Antelope Valley,Unincorporated - Lake Los Angeles,35,269.0,False
2020-06-18,San Fernando Valley,Unincorporated - Lake Manor,5,304.0,False
2020-06-18,Harbor,Unincorporated - Lakewood,0,0.0,False
2020-06-18,South Bay,Unincorporated - Lennox,153,679.0,False
2020-06-18,Antelope Valley,Unincorporated - Leona Valley,4,228.0,False
2020-06-18,Antelope Valley,Unincorporated - Littlerock,17,423.0,False
2020-06-18,Antelope Valley,Unincorporated - Littlerock/Juniper Hills,2,154.0,False
2020-06-18,Antelope Valley,Unincorporated - Littlerock/Pearblossom,28,785.0,False
2020-06-18,Antelope Valley,Unincorporated - Llano,1,114.0,False
2020-06-18,Westside,Unincorporated - Marina del Rey,17,181.0,False
2020-06-18,Central LA,Unincorporated - Miracle Mile,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Monrovia,24,618.0,False
2020-06-18,Northwest County,Unincorporated - Newhall,1,455.0,False
2020-06-18,Antelope Valley,Unincorporated - North Lancaster,7,584.0,False
2020-06-18,San Gabriel Valley,Unincorporated - North Whittier,25,299.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Northeast San Gabriel,75,312.0,False
2020-06-18,Antelope Valley,Unincorporated - Palmdale,6,713.0,False
2020-06-18,South Bay,Unincorporated - Palos Verdes Peninsula,0,0.0,False
2020-06-18,Antelope Valley,Unincorporated - Pearblossom/Llano,4,204.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Pellissier Village,2,323.0,False
2020-06-18,Angeles Forest,Unincorporated - Placerita Canyon,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Pomona,4,206.0,False
2020-06-18,Antelope Valley,Unincorporated - Quartz Hill,50,387.0,False
2020-06-18,Harbor,Unincorporated - Rancho Dominguez,22,827.0,False
2020-06-18,Antelope Valley,Unincorporated - Roosevelt,1,107.0,False
2020-06-18,Southeast,Unincorporated - Rosewood,8,622.0,False
2020-06-18,Southeast,Unincorporated - Rosewood/East Gardena,2,168.0,False
2020-06-18,Southeast,Unincorporated - Rosewood/West Rancho Dominguez,30,893.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Rowland Heights,207,406.0,False
2020-06-18,Harbor,Unincorporated - San Clemente Island,0,0.0,False
2020-06-18,Northwest County,Unincorporated - San Francisquito Canyon/Bouquet Canyon,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - San Jose Hills,141,697.0,False
2020-06-18,San Gabriel Valley,Unincorporated - San Pasqual,2,98.0,False
2020-06-18,Angeles Forest,Unincorporated - Sand Canyon,0,0.0,False
2020-06-18,Harbor,Unincorporated - Santa Catalina Island,3,1124.0,False
2020-06-18,Santa Monica Mountains,Unincorporated - Santa Monica Mountains,30,161.0,False
2020-06-18,Northwest County,Unincorporated - Saugus,5,3226.0,False
2020-06-18,Northwest County,Unincorporated - Saugus/Canyon Country,0,0.0,False
2020-06-18,Antelope Valley,Unincorporated - South Antelope Valley,1,220.0,False
2020-06-18,San Gabriel Valley,Unincorporated - South El Monte,10,557.0,False
2020-06-18,San Gabriel Valley,Unincorporated - South San Gabriel,64,723.0,False
2020-06-18,Southeast,Unincorporated - South Whittier,294,496.0,False
2020-06-18,Antelope Valley,Unincorporated - Southeast Antelope Valley,0,0.0,False
2020-06-18,Northwest County,Unincorporated - Stevenson Ranch,43,205.0,False
2020-06-18,Antelope Valley,Unincorporated - Sun Village,26,431.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Sunrise Village,10,772.0,False
2020-06-18,Northwest County,Unincorporated - Twin Lakes/Oat Mountain,7,422.0,False
2020-06-18,Northwest County,Unincorporated - Val Verde,23,695.0,False
2020-06-18,Northwest County,Unincorporated - Valencia,12,391.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Valinda,180,770.0,False
2020-06-18,South LA,Unincorporated - View Park/Windsor Hills,46,395.0,False
2020-06-18,Southeast,Unincorporated - Walnut Park,200,1239.0,False
2020-06-18,Antelope Valley,Unincorporated - West Antelope Valley,2,132.0,False
2020-06-18,Harbor,Unincorporated - West Carson,133,602.0,False
2020-06-18,San Fernando Valley,Unincorporated - West Chatsworth,0,0.0,False
2020-06-18,San Gabriel Valley,Unincorporated - West Puente Valley,63,641.0,False
2020-06-18,Harbor,Unincorporated - West Rancho Dominguez,10,736.0,False
2020-06-18,Southeast,Unincorporated - West Whittier/Los Nietos,259,962.0,False
2020-06-18,South Bay,Unincorporated - Westfield/Academy Hills,0,0.0,False
2020-06-18,San Fernando Valley,Unincorporated - Westhills,0,0.0,False
2020-06-18,Antelope Valley,Unincorporated - White Fence Farms,16,434.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Whittier,16,423.0,False
2020-06-18,San Gabriel Valley,Unincorporated - Whittier Narrows,0,0.0,False
2020-06-18,South LA,Unincorporated - Willowbrook,400,1146.0,False
2020-06-18,South Bay,Unincorporated - Wiseburn,24,398.0,False
2020-06-18,Harbor,City of Long Beach,2783,593.54,False
2020-06-18,Verdugos,City of Pasadena,1083,766.75,False
2020-06-19,Santa Monica Mountains,City of Agoura Hills,43,206.0,False
2020-06-19,San Gabriel Valley,City of Alhambra,319,368.0,False
2020-06-19,San Gabriel Valley,City of Arcadia,125,216.0,False
2020-06-19,Southeast,City of Artesia,74,441.0,False
2020-06-19,Harbor,City of Avalon,0,0.0,False
2020-06-19,San Gabriel Valley,City of Azusa,301,602.0,False
2020-06-19,San Gabriel Valley,City of Baldwin Park,576,750.0,False
2020-06-19,Southeast,City of Bell,522,1437.0,False
2020-06-19,Southeast,City of Bell Gardens,507,1177.0,False
2020-06-19,Southeast,City of Bellflower,609,783.0,False
2020-06-19,Westside,City of Beverly Hills,191,553.0,False
2020-06-19,San Gabriel Valley,City of Bradbury,4,374.0,False
2020-06-19,San Fernando Valley,City of Burbank,474,442.0,False
2020-06-19,Santa Monica Mountains,City of Calabasas,101,415.0,False
2020-06-19,Harbor,City of Carson,565,602.0,False
2020-06-19,Southeast,City of Cerritos,166,332.0,False
2020-06-19,Pomona Valley,City of Claremont,77,211.0,False
2020-06-19,Southeast,City of Commerce,142,1087.0,True
2020-06-19,Southeast,City of Compton,1045,1046.0,False
2020-06-19,San Gabriel Valley,City of Covina,277,565.0,False
2020-06-19,Southeast,City of Cudahy,368,1511.0,False
2020-06-19,Westside,City of Culver City,181,454.0,False
2020-06-19,San Gabriel Valley,City of Diamond Bar,97,169.0,False
2020-06-19,Southeast,City of Downey,1147,1004.0,False
2020-06-19,San Gabriel Valley,City of Duarte,154,699.0,False
2020-06-19,San Gabriel Valley,City of El Monte,1043,889.0,False
2020-06-19,South Bay,City of El Segundo,41,244.0,False
2020-06-19,South Bay,City of Gardena,384,626.0,False
2020-06-19,Verdugos,City of Glendale,1219,590.0,False
2020-06-19,San Gabriel Valley,City of Glendora,222,421.0,False
2020-06-19,Harbor,City of Hawaiian Gardens,130,886.0,False
2020-06-19,South Bay,City of Hawthorne,578,651.0,False
2020-06-19,South Bay,City of Hermosa Beach,49,249.0,False
2020-06-19,Santa Monica Mountains,City of Hidden Hills,3,159.0,False
2020-06-19,Southeast,City of Huntington Park,858,1442.0,False
2020-06-19,San Gabriel Valley,City of Industry,12,2746.0,False
2020-06-19,South Bay,City of Inglewood,801,705.0,False
2020-06-19,San Gabriel Valley,City of Irwindale,5,343.0,False
2020-06-19,Verdugos,City of La Canada Flintridge,66,319.0,False
2020-06-19,San Gabriel Valley,City of La Habra Heights,12,220.0,False
2020-06-19,Southeast,City of La Mirada,252,508.0,False
2020-06-19,San Gabriel Valley,City of La Puente,264,649.0,False
2020-06-19,Pomona Valley,City of La Verne,57,171.0,False
2020-06-19,Harbor,City of Lakewood,307,382.0,False
2020-06-19,Antelope Valley,City of Lancaster,832,515.0,True
2020-06-19,South Bay,City of Lawndale,168,500.0,False
2020-06-19,South Bay,City of Lomita,61,294.0,False
2020-06-19,Southeast,City of Lynwood,1009,1400.0,True
2020-06-19,Santa Monica Mountains,City of Malibu,43,332.0,False
2020-06-19,South Bay,City of Manhattan Beach,93,258.0,False
2020-06-19,Southeast,City of Maywood,487,1736.0,False
2020-06-19,San Gabriel Valley,City of Monrovia,207,534.0,False
2020-06-19,Southeast,City of Montebello,648,1007.0,False
2020-06-19,San Gabriel Valley,City of Monterey Park,243,390.0,False
2020-06-19,Southeast,City of Norwalk,797,741.0,False
2020-06-19,Antelope Valley,City of Palmdale,1002,630.0,False
2020-06-19,South Bay,City of Palos Verdes Estates,46,340.0,False
2020-06-19,Southeast,City of Paramount,607,1083.0,False
2020-06-19,Southeast,City of Pico Rivera,747,1162.0,False
2020-06-19,Pomona Valley,City of Pomona,964,618.0,False
2020-06-19,South Bay,City of Rancho Palos Verdes,116,271.0,False
2020-06-19,South Bay,City of Redondo Beach,167,243.0,False
2020-06-19,South Bay,City of Rolling Hills,2,103.0,False
2020-06-19,South Bay,City of Rolling Hills Estates,18,222.0,False
2020-06-19,San Gabriel Valley,City of Rosemead,179,323.0,False
2020-06-19,San Gabriel Valley,City of San Dimas,99,287.0,False
2020-06-19,San Fernando Valley,City of San Fernando,255,1036.0,False
2020-06-19,San Gabriel Valley,City of San Gabriel,191,466.0,False
2020-06-19,San Gabriel Valley,City of San Marino,24,181.0,False
2020-06-19,Northwest County,City of Santa Clarita,938,426.0,False
2020-06-19,Southeast,City of Santa Fe Springs,108,588.0,False
2020-06-19,Westside,City of Santa Monica,349,378.0,False
2020-06-19,San Gabriel Valley,City of Sierra Madre,23,209.0,False
2020-06-19,Harbor,City of Signal Hill,58,492.0,False
2020-06-19,San Gabriel Valley,City of South El Monte,196,938.0,False
2020-06-19,Southeast,City of South Gate,1197,1219.0,False
2020-06-19,San Gabriel Valley,City of South Pasadena,140,537.0,False
2020-06-19,San Gabriel Valley,City of Temple City,200,549.0,False
2020-06-19,South Bay,City of Torrance,479,321.0,False
2020-06-19,Southeast,City of Vernon,5,2392.0,False
2020-06-19,San Gabriel Valley,City of Walnut,70,229.0,False
2020-06-19,San Gabriel Valley,City of West Covina,605,559.0,False
2020-06-19,Central LA,City of West Hollywood,213,576.0,False
2020-06-19,Santa Monica Mountains,City of Westlake Village,7,84.0,False
2020-06-19,San Gabriel Valley,City of Whittier,497,568.0,False
2020-06-19,,Los Angeles,36107,893.0,False
2020-06-19,South LA,Los Angeles - Adams-Normandie,82,1000.0,False
2020-06-19,South LA,Los Angeles - Alsace,105,844.0,False
2020-06-19,Angeles Forest,Los Angeles - Angeles National Forest,2,5000.0,False
2020-06-19,Central LA,Los Angeles - Angelino Heights,21,839.0,False
2020-06-19,San Fernando Valley,Los Angeles - Arleta,371,1079.0,False
2020-06-19,Northeast LA,Los Angeles - Atwater Village,58,395.0,False
2020-06-19,South LA,Los Angeles - Baldwin Hills,228,733.0,False
2020-06-19,Westside,Los Angeles - Bel Air,41,486.0,False
2020-06-19,Westside,Los Angeles - Beverly Crest,47,375.0,False
2020-06-19,Westside,Los Angeles - Beverlywood,50,380.0,False
2020-06-19,Eastside,Los Angeles - Boyle Heights,1311,1509.0,True
2020-06-19,Westside,Los Angeles - Brentwood,94,304.0,False
2020-06-19,Central LA,Los Angeles - Brookside,1,172.0,False
2020-06-19,Central LA,Los Angeles - Cadillac-Corning,38,534.0,False
2020-06-19,San Fernando Valley,Los Angeles - Canoga Park,670,1026.0,False
2020-06-19,Central LA,Los Angeles - Carthay,93,647.0,False
2020-06-19,South LA,Los Angeles - Central,749,1921.0,False
2020-06-19,Westside,Los Angeles - Century City,46,360.0,False
2020-06-19,South LA,Los Angeles - Century Palms/Cove,449,1330.0,False
2020-06-19,San Fernando Valley,Los Angeles - Chatsworth,244,658.0,False
2020-06-19,Westside,Los Angeles - Cheviot Hills,28,305.0,False
2020-06-19,Central LA,Los Angeles - Chinatown,30,374.0,False
2020-06-19,Central LA,Los Angeles - Cloverdale/Cochran,107,735.0,False
2020-06-19,Central LA,Los Angeles - Country Club Park,130,858.0,False
2020-06-19,South LA,Los Angeles - Crenshaw District,97,701.0,False
2020-06-19,Central LA,Los Angeles - Crestview,101,888.0,False
2020-06-19,Westside,Los Angeles - Del Rey,98,327.0,False
2020-06-19,Central LA,Los Angeles - Downtown,215,782.0,True
2020-06-19,Northeast LA,Los Angeles - Eagle Rock,242,611.0,False
2020-06-19,Central LA,Los Angeles - East Hollywood,267,912.0,False
2020-06-19,Central LA,Los Angeles - Echo Park,68,477.0,False
2020-06-19,Eastside,Los Angeles - El Sereno,315,753.0,False
2020-06-19,Central LA,Los Angeles - Elysian Park,20,350.0,False
2020-06-19,Northeast LA,Los Angeles - Elysian Valley,85,836.0,False
2020-06-19,San Fernando Valley,Los Angeles - Encino,161,356.0,False
2020-06-19,South LA,Los Angeles - Exposition,17,511.0,False
2020-06-19,South LA,Los Angeles - Exposition Park,378,842.0,False
2020-06-19,Central LA,Los Angeles - Faircrest Heights,10,278.0,False
2020-06-19,South LA,Los Angeles - Figueroa Park Square,72,826.0,False
2020-06-19,South LA,Los Angeles - Florence-Firestone,695,1465.0,False
2020-06-19,Northeast LA,Los Angeles - Glassell Park,248,785.0,False
2020-06-19,South LA,Los Angeles - Gramercy Place,96,892.0,False
2020-06-19,San Fernando Valley,Los Angeles - Granada Hills,465,799.0,False
2020-06-19,South LA,Los Angeles - Green Meadows,271,1260.0,False
2020-06-19,Central LA,Los Angeles - Hancock Park,99,581.0,False
2020-06-19,Harbor,Los Angeles - Harbor City,157,540.0,False
