Date,Area,Region,Cases,Case Rate,CF Outbreak
2020-07-10,Los Angeles - San Pedro,Harbor,1299,1665.0,True
2020-07-10,Los Angeles - Shadow Hills,San Fernando Valley,24,540.0,False
2020-07-10,Los Angeles - Sherman Oaks,San Fernando Valley,479,549.0,False
2020-07-10,Los Angeles - Silverlake,Central LA,348,789.0,False
2020-07-10,Los Angeles - South Carthay,Central LA,60,566.0,False
2020-07-10,Los Angeles - South Park,South LA,1034,2724.0,False
2020-07-10,Los Angeles - St Elmo Village,Central LA,73,1592.0,False
2020-07-10,Los Angeles - Studio City,San Fernando Valley,142,633.0,False
2020-07-10,Los Angeles - Sun Valley,San Fernando Valley,659,1256.0,False
2020-07-10,Los Angeles - Sunland,Verdugos,251,1230.0,False
2020-07-10,Los Angeles - Sycamore Square,Central LA,1,155.0,False
2020-07-10,Los Angeles - Sylmar,San Fernando Valley,1524,1850.0,True
2020-07-10,Los Angeles - Tarzana,San Fernando Valley,390,1263.0,False
2020-07-10,Los Angeles - Temple-Beaudry,Central LA,651,1649.0,False
2020-07-10,Los Angeles - Thai Town,Central LA,76,775.0,False
2020-07-10,Los Angeles - Toluca Lake,San Fernando Valley,42,483.0,False
2020-07-10,Los Angeles - Toluca Terrace,San Fernando Valley,12,919.0,False
2020-07-10,Los Angeles - Toluca Woods,San Fernando Valley,6,323.0,False
2020-07-10,Los Angeles - Tujunga,Verdugos,206,741.0,False
2020-07-10,Los Angeles - University Hills,Eastside,30,875.0,False
2020-07-10,Los Angeles - University Park,South LA,418,1522.0,False
2020-07-10,Los Angeles - Valley Glen,San Fernando Valley,263,876.0,False
2020-07-10,Los Angeles - Valley Village,San Fernando Valley,323,1307.0,False
2020-07-10,Los Angeles - Van Nuys,San Fernando Valley,1385,1486.0,False
2020-07-10,Los Angeles - Venice,Westside,125,369.0,False
2020-07-10,Los Angeles - Vermont Knolls,South LA,407,2366.0,False
2020-07-10,Los Angeles - Vermont Square,South LA,186,2429.0,False
2020-07-10,Los Angeles - Vermont Vista,South LA,944,2292.0,False
2020-07-10,Los Angeles - Vernon Central,South LA,1578,3035.0,False
2020-07-10,Los Angeles - Victoria Park,Central LA,105,1250.0,False
2020-07-10,Los Angeles - View Heights,South LA,20,541.0,False
2020-07-10,Los Angeles - Watts,South LA,872,2043.0,False
2020-07-10,Los Angeles - Wellington Square,Central LA,56,1139.0,False
2020-07-10,Los Angeles - West Adams,South LA,480,1737.0,False
2020-07-10,Los Angeles - West Hills,San Fernando Valley,259,639.0,False
2020-07-10,Los Angeles - West Los Angeles,Westside,256,680.0,False
2020-07-10,Los Angeles - West Vernon,South LA,1148,2140.0,False
2020-07-10,Los Angeles - Westchester,South Bay,222,430.0,False
2020-07-10,Los Angeles - Westlake,Central LA,1497,2522.0,False
2020-07-10,Los Angeles - Westwood,Westside,164,303.0,False
2020-07-10,Los Angeles - Wholesale District,Central LA,1544,4274.0,True
2020-07-10,Los Angeles - Wilmington,Harbor,747,1322.0,False
2020-07-10,Los Angeles - Wilshire Center,Central LA,554,1104.0,False
2020-07-10,Los Angeles - Winnetka,San Fernando Valley,574,1108.0,False
2020-07-10,Los Angeles - Woodland Hills,San Fernando Valley,383,563.0,False
2020-07-10,Unincorporated - Acton,Antelope Valley,33,414.0,False
2020-07-10,Unincorporated - Agua Dulce,Northwest County,16,385.0,False
2020-07-10,Unincorporated - Altadena,Verdugos,302,692.0,False
2020-07-10,Unincorporated - Anaverde,Antelope Valley,5,332.0,False
2020-07-10,Unincorporated - Angeles National Forest,Angeles Forest,3,241.0,False
2020-07-10,Unincorporated - Arcadia,San Gabriel Valley,33,413.0,False
2020-07-10,Unincorporated - Athens-Westmont,South LA,663,1562.0,False
2020-07-10,Unincorporated - Athens Village,South LA,89,1817.0,False
2020-07-10,Unincorporated - Avocado Heights,San Gabriel Valley,95,1402.0,False
2020-07-10,Unincorporated - Azusa,San Gabriel Valley,209,1313.0,False
2020-07-10,Unincorporated - Bassett,San Gabriel Valley,326,2200.0,False
2020-07-10,Unincorporated - Bouquet Canyon,Northwest County,1,93.0,False
2020-07-10,Unincorporated - Bradbury,San Gabriel Valley,3,2778.0,False
2020-07-10,Unincorporated - Canyon Country,Northwest County,52,673.0,False
2020-07-10,Unincorporated - Castaic,Northwest County,1816,6679.0,True
2020-07-10,Unincorporated - Cerritos,Southeast,1,170.0,False
2020-07-10,Unincorporated - Charter Oak,San Gabriel Valley,0,0.0,False
2020-07-10,Unincorporated - Claremont,Pomona Valley,3,427.0,False
2020-07-10,Unincorporated - Covina,San Gabriel Valley,186,1106.0,False
2020-07-10,Unincorporated - Del Aire,South Bay,35,797.0,False
2020-07-10,Unincorporated - Del Rey,Westside,1,314.0,False
2020-07-10,Unincorporated - Del Sur,Antelope Valley,3,124.0,False
2020-07-10,Unincorporated - Desert View Highlands,Antelope Valley,9,361.0,False
2020-07-10,Unincorporated - Duarte,San Gabriel Valley,52,1174.0,False
2020-07-10,Unincorporated - East Covina,San Gabriel Valley,0,0.0,False
2020-07-10,Unincorporated - East La Mirada,Southeast,52,983.0,False
2020-07-10,Unincorporated - East Lancaster,Antelope Valley,0,0.0,False
2020-07-10,Unincorporated - East Los Angeles,Eastside,3018,2409.0,False
2020-07-10,Unincorporated - East Pasadena,San Gabriel Valley,13,203.0,False
2020-07-10,Unincorporated - East Rancho Dominguez,Southeast,260,1698.0,False
2020-07-10,Unincorporated - East Whittier,Southeast,41,773.0,False
2020-07-10,Unincorporated - El Camino Village,South Bay,80,910.0,False
2020-07-10,Unincorporated - El Monte,San Gabriel Valley,2,1379.0,False
2020-07-10,Unincorporated - Elizabeth Lake,Antelope Valley,5,301.0,False
2020-07-10,Unincorporated - Florence-Firestone,South LA,1641,2536.0,False
2020-07-10,Unincorporated - Franklin Canyon,Central LA,0,0.0,False
2020-07-10,Unincorporated - Glendora,San Gabriel Valley,4,606.0,False
2020-07-10,Unincorporated - Hacienda Heights,San Gabriel Valley,484,865.0,False
2020-07-10,Unincorporated - Harbor Gateway,Harbor,0,0.0,False
2020-07-10,Unincorporated - Hawthorne,South Bay,25,994.0,False
2020-07-10,Unincorporated - Hi Vista,Antelope Valley,1,91.0,False
2020-07-10,Unincorporated - Kagel/Lopez Canyons,Angeles Forest,10,708.0,False
2020-07-10,Unincorporated - La Crescenta-Montrose,Verdugos,67,338.0,False
2020-07-10,Unincorporated - La Habra Heights,San Gabriel Valley,0,0.0,False
2020-07-10,Unincorporated - La Rambla,Harbor,70,3373.0,False
2020-07-10,Unincorporated - La Verne,Pomona Valley,14,686.0,True
2020-07-10,Unincorporated - Ladera Heights,Westside,36,509.0,False
2020-07-10,Unincorporated - Lake Hughes,Northwest County,1,150.0,False
2020-07-10,Unincorporated - Lake Los Angeles,Antelope Valley,79,608.0,False
2020-07-10,Unincorporated - Lake Manor,San Fernando Valley,9,548.0,False
2020-07-10,Unincorporated - Lakewood,Harbor,0,0.0,False
2020-07-10,Unincorporated - Lennox,South Bay,278,1233.0,False
2020-07-10,Unincorporated - Leona Valley,Antelope Valley,14,800.0,False
2020-07-10,Unincorporated - Littlerock,Antelope Valley,32,796.0,False
2020-07-10,Unincorporated - Littlerock/Juniper Hills,Antelope Valley,2,154.0,False
2020-07-10,Unincorporated - Littlerock/Pearblossom,Antelope Valley,39,1093.0,False
2020-07-10,Unincorporated - Llano,Antelope Valley,2,228.0,False
2020-07-10,Unincorporated - Marina del Rey,Westside,31,329.0,False
2020-07-10,Unincorporated - Miracle Mile,Central LA,0,0.0,False
2020-07-10,Unincorporated - Monrovia,San Gabriel Valley,45,1159.0,False
2020-07-10,Unincorporated - Newhall,Northwest County,3,1364.0,False
2020-07-10,Unincorporated - North Lancaster,Antelope Valley,7,584.0,False
2020-07-10,Unincorporated - North Whittier,San Gabriel Valley,78,933.0,False
2020-07-10,Unincorporated - Northeast San Gabriel,San Gabriel Valley,150,624.0,False
2020-07-10,Unincorporated - Padua Hills,Pomona Valley,1,465.0,False
2020-07-10,Unincorporated - Palmdale,Antelope Valley,7,831.0,False
2020-07-10,Unincorporated - Palos Verdes Peninsula,South Bay,1,161.0,False
2020-07-10,Unincorporated - Pearblossom/Llano,Antelope Valley,9,460.0,False
2020-07-10,Unincorporated - Pellissier Village,San Gabriel Valley,7,1131.0,False
2020-07-10,Unincorporated - Placerita Canyon,Angeles Forest,0,0.0,False
2020-07-10,Unincorporated - Pomona,San Gabriel Valley,7,361.0,False
2020-07-10,Unincorporated - Quartz Hill,Antelope Valley,81,628.0,False
2020-07-10,Unincorporated - Rancho Dominguez,Harbor,37,1390.0,False
2020-07-10,Unincorporated - Roosevelt,Antelope Valley,3,322.0,False
2020-07-10,Unincorporated - Rosewood,Southeast,11,855.0,False
2020-07-10,Unincorporated - Rosewood/East Gardena,Southeast,8,671.0,False
2020-07-10,Unincorporated - Rosewood/West Rancho Dominguez,Southeast,43,1279.0,False
2020-07-10,Unincorporated - Rowland Heights,San Gabriel Valley,339,664.0,False
2020-07-10,Unincorporated - San Clemente Island,Harbor,0,0.0,False
2020-07-10,Unincorporated - San Francisquito Canyon/Bouquet Canyon,Northwest County,0,0.0,False
2020-07-10,Unincorporated - San Jose Hills,San Gabriel Valley,269,1330.0,False
2020-07-10,Unincorporated - San Pasqual,San Gabriel Valley,5,246.0,False
2020-07-10,Unincorporated - Sand Canyon,Angeles Forest,1,325.0,False
2020-07-10,Unincorporated - Santa Catalina Island,Harbor,4,1498.0,False
2020-07-10,Unincorporated - Santa Monica Mountains,Santa Monica Mountains,61,328.0,True
2020-07-10,Unincorporated - Saugus,Northwest County,8,5161.0,False
2020-07-10,Unincorporated - Saugus/Canyon Country,Northwest County,0,0.0,False
2020-07-10,Unincorporated - South Antelope Valley,Antelope Valley,1,220.0,False
2020-07-10,Unincorporated - South El Monte,San Gabriel Valley,25,1393.0,False
2020-07-10,Unincorporated - South San Gabriel,San Gabriel Valley,103,1164.0,False
2020-07-10,Unincorporated - South Whittier,Southeast,719,1214.0,False
2020-07-10,Unincorporated - Southeast Antelope Valley,Antelope Valley,7,896.0,False
2020-07-10,Unincorporated - Stevenson Ranch,Northwest County,77,367.0,False
2020-07-10,Unincorporated - Sun Village,Antelope Valley,64,1060.0,False
2020-07-10,Unincorporated - Sunrise Village,San Gabriel Valley,19,1466.0,False
2020-07-10,Unincorporated - Twin Lakes/Oat Mountain,Northwest County,8,483.0,False
2020-07-10,Unincorporated - Val Verde,Northwest County,34,1028.0,False
2020-07-10,Unincorporated - Valencia,Northwest County,16,521.0,False
2020-07-10,Unincorporated - Valinda,San Gabriel Valley,328,1403.0,False
2020-07-10,Unincorporated - View Park/Windsor Hills,South LA,77,662.0,False
2020-07-10,Unincorporated - Walnut Park,Southeast,355,2199.0,False
2020-07-10,Unincorporated - West Antelope Valley,Antelope Valley,3,199.0,False
2020-07-10,Unincorporated - West Carson,Harbor,196,887.0,False
2020-07-10,Unincorporated - West Chatsworth,San Fernando Valley,0,0.0,False
2020-07-10,Unincorporated - West Puente Valley,San Gabriel Valley,183,1861.0,False
2020-07-10,Unincorporated - West Rancho Dominguez,Harbor,14,1030.0,False
2020-07-10,Unincorporated - West Whittier/Los Nietos,Southeast,443,1645.0,False
2020-07-10,Unincorporated - Westfield/Academy Hills,South Bay,2,154.0,False
2020-07-10,Unincorporated - Westhills,San Fernando Valley,4,477.0,False
2020-07-10,Unincorporated - White Fence Farms,Antelope Valley,24,652.0,False
2020-07-10,Unincorporated - Whittier,San Gabriel Valley,36,951.0,False
2020-07-10,Unincorporated - Whittier Narrows,San Gabriel Valley,0,0.0,False
2020-07-10,Unincorporated - Willowbrook,South LA,717,2054.0,False
2020-07-10,Unincorporated - Wiseburn,South Bay,53,879.0,False
2020-07-10,City of Long Beach,Harbor,5172,1103.05,False
2020-07-10,City of Pasadena,Verdugos,1453,1028.7,False
2020-07-11,City of Agoura Hills,Santa Monica Mountains,73,350.0,False
2020-07-11,City of Alhambra,San Gabriel Valley,590,680.0,False
2020-07-11,City of Arcadia,San Gabriel Valley,222,384.0,False
2020-07-11,City of Artesia,Southeast,143,851.0,False
2020-07-11,City of Avalon,Harbor,5,129.0,False
2020-07-11,City of Azusa,San Gabriel Valley,637,1273.0,False
2020-07-11,City of Baldwin Park,San Gabriel Valley,1254,1633.0,False
2020-07-11,City of Bell,Southeast,790,2174.0,False
2020-07-11,City of Bell Gardens,Southeast,927,2152.0,False
2020-07-11,City of Bellflower,Southeast,1173,1509.0,False
2020-07-11,City of Beverly Hills,Westside,372,1078.0,False
2020-07-11,City of Bradbury,San Gabriel Valley,7,655.0,False
2020-07-11,City of Burbank,San Fernando Valley,699,652.0,False
2020-07-11,City of Calabasas,Santa Monica Mountains,148,608.0,False
2020-07-11,City of Carson,Harbor,840,895.0,False
2020-07-11,City of Cerritos,Southeast,291,581.0,False
2020-07-11,City of Claremont,Pomona Valley,155,425.0,False
2020-07-11,City of Commerce,Southeast,265,2028.0,True
2020-07-11,City of Compton,Southeast,1874,1876.0,False
2020-07-11,City of Covina,San Gabriel Valley,610,1244.0,False
2020-07-11,City of Cudahy,Southeast,566,2325.0,False
2020-07-11,City of Culver City,Westside,245,615.0,False
2020-07-11,City of Diamond Bar,San Gabriel Valley,252,438.0,False
2020-07-11,City of Downey,Southeast,2140,1873.0,False
2020-07-11,City of Duarte,San Gabriel Valley,251,1140.0,False
2020-07-11,City of El Monte,San Gabriel Valley,2022,1724.0,False
2020-07-11,City of El Segundo,South Bay,72,429.0,False
2020-07-11,City of Gardena,South Bay,624,1018.0,False
2020-07-11,City of Glendale,Verdugos,1701,824.0,False
2020-07-11,City of Glendora,San Gabriel Valley,528,1001.0,False
2020-07-11,City of Hawaiian Gardens,Harbor,244,1663.0,False
2020-07-11,City of Hawthorne,South Bay,920,1036.0,False
2020-07-11,City of Hermosa Beach,South Bay,113,574.0,False
2020-07-11,City of Hidden Hills,Santa Monica Mountains,5,265.0,False
2020-07-11,City of Huntington Park,Southeast,1475,2480.0,False
2020-07-11,City of Industry,San Gabriel Valley,16,3661.0,False
2020-07-11,City of Inglewood,South Bay,1269,1117.0,False
2020-07-11,City of Irwindale,San Gabriel Valley,28,1919.0,False
2020-07-11,City of La Canada Flintridge,Verdugos,86,416.0,False
2020-07-11,City of La Habra Heights,San Gabriel Valley,19,348.0,False
2020-07-11,City of La Mirada,Southeast,441,889.0,False
2020-07-11,City of La Puente,San Gabriel Valley,645,1585.0,False
2020-07-11,City of La Verne,Pomona Valley,177,532.0,False
2020-07-11,City of Lakewood,Harbor,602,749.0,False
2020-07-11,City of Lancaster,Antelope Valley,1426,883.0,True
2020-07-11,City of Lawndale,South Bay,279,830.0,False
2020-07-11,City of Lomita,South Bay,109,526.0,False
2020-07-11,City of Lynwood,Southeast,1678,2329.0,True
2020-07-11,City of Malibu,Santa Monica Mountains,61,471.0,False
2020-07-11,City of Manhattan Beach,South Bay,197,547.0,False
2020-07-11,City of Maywood,Southeast,722,2574.0,False
2020-07-11,City of Monrovia,San Gabriel Valley,370,954.0,False
2020-07-11,City of Montebello,Southeast,1145,1779.0,False
2020-07-11,City of Monterey Park,San Gabriel Valley,420,675.0,False
2020-07-11,City of Norwalk,Southeast,1553,1443.0,False
2020-07-11,City of Palmdale,Antelope Valley,1624,1022.0,False
2020-07-11,City of Palos Verdes Estates,South Bay,60,444.0,False
2020-07-11,City of Paramount,Southeast,1131,2019.0,False
2020-07-11,City of Pico Rivera,Southeast,1234,1920.0,False
2020-07-11,City of Pomona,Pomona Valley,2061,1322.0,False
2020-07-11,City of Rancho Palos Verdes,South Bay,171,400.0,False
2020-07-11,City of Redondo Beach,South Bay,287,418.0,False
2020-07-11,City of Rolling Hills,South Bay,3,155.0,False
2020-07-11,City of Rolling Hills Estates,South Bay,30,370.0,False
2020-07-11,City of Rosemead,San Gabriel Valley,355,641.0,False
2020-07-11,City of San Dimas,San Gabriel Valley,225,652.0,True
2020-07-11,City of San Fernando,San Fernando Valley,365,1483.0,False
2020-07-11,City of San Gabriel,San Gabriel Valley,305,745.0,False
2020-07-11,City of San Marino,San Gabriel Valley,33,249.0,False
2020-07-11,City of Santa Clarita,Northwest County,1502,681.0,False
2020-07-11,City of Santa Fe Springs,Southeast,251,1367.0,False
2020-07-11,City of Santa Monica,Westside,492,532.0,False
2020-07-11,City of Sierra Madre,San Gabriel Valley,43,391.0,False
2020-07-11,City of Signal Hill,Harbor,126,1068.0,False
2020-07-11,City of South El Monte,San Gabriel Valley,365,1748.0,False
2020-07-11,City of South Gate,Southeast,2194,2235.0,False
2020-07-11,City of South Pasadena,San Gabriel Valley,183,702.0,False
2020-07-11,City of Temple City,San Gabriel Valley,299,820.0,False
2020-07-11,City of Torrance,South Bay,726,486.0,False
2020-07-11,City of Vernon,Southeast,14,6699.0,False
2020-07-11,City of Walnut,San Gabriel Valley,136,445.0,False
2020-07-11,City of West Covina,San Gabriel Valley,1379,1274.0,False
2020-07-11,City of West Hollywood,Central LA,321,869.0,False
2020-07-11,City of Westlake Village,Santa Monica Mountains,13,156.0,False
2020-07-11,City of Whittier,San Gabriel Valley,1025,1172.0,False
2020-07-11,Los Angeles,,54494,1347.0,False
2020-07-11,Los Angeles - Adams-Normandie,South LA,126,1536.0,False
2020-07-11,Los Angeles - Alsace,South LA,197,1583.0,False
2020-07-11,Los Angeles - Angeles National Forest,Angeles Forest,2,5000.0,False
2020-07-11,Los Angeles - Angelino Heights,Central LA,29,1159.0,False
2020-07-11,Los Angeles - Arleta,San Fernando Valley,609,1772.0,False
2020-07-11,Los Angeles - Atwater Village,Northeast LA,107,730.0,False
2020-07-11,Los Angeles - Baldwin Hills,South LA,326,1047.0,False
2020-07-11,Los Angeles - Bel Air,Westside,52,617.0,False
2020-07-11,Los Angeles - Beverly Crest,Westside,63,503.0,False
2020-07-11,Los Angeles - Beverlywood,Westside,80,607.0,False
2020-07-11,Los Angeles - Boyle Heights,Eastside,2173,2501.0,True
2020-07-11,Los Angeles - Brentwood,Westside,146,472.0,False
2020-07-11,Los Angeles - Brookside,Central LA,1,172.0,False
2020-07-11,Los Angeles - Cadillac-Corning,Central LA,59,829.0,False
2020-07-11,Los Angeles - Canoga Park,San Fernando Valley,911,1395.0,False
2020-07-11,Los Angeles - Carthay,Central LA,140,975.0,False
2020-07-11,Los Angeles - Central,South LA,1180,3026.0,False
2020-07-11,Los Angeles - Century City,Westside,66,516.0,False
2020-07-11,Los Angeles - Century Palms/Cove,South LA,778,2304.0,False
2020-07-11,Los Angeles - Chatsworth,San Fernando Valley,342,923.0,False
2020-07-11,Los Angeles - Cheviot Hills,Westside,39,425.0,False
2020-07-11,Los Angeles - Chinatown,Central LA,49,611.0,False
2020-07-11,Los Angeles - Cloverdale/Cochran,Central LA,165,1134.0,False
2020-07-11,Los Angeles - Country Club Park,Central LA,178,1175.0,False
2020-07-11,Los Angeles - Crenshaw District,South LA,154,1114.0,False
2020-07-11,Los Angeles - Crestview,Central LA,130,1144.0,False
2020-07-11,Los Angeles - Del Rey,Westside,169,565.0,False
2020-07-11,Los Angeles - Downtown,Central LA,385,1400.0,True
2020-07-11,Los Angeles - Eagle Rock,Northeast LA,383,967.0,False
2020-07-11,Los Angeles - East Hollywood,Central LA,386,1318.0,False
2020-07-11,Los Angeles - Echo Park,Central LA,96,673.0,False
2020-07-11,Los Angeles - El Sereno,Eastside,550,1316.0,False
2020-07-11,Los Angeles - Elysian Park,Central LA,42,735.0,False
2020-07-11,Los Angeles - Elysian Valley,Northeast LA,138,1357.0,False
2020-07-11,Los Angeles - Encino,San Fernando Valley,264,584.0,False
2020-07-11,Los Angeles - Exposition,South LA,44,1323.0,False
2020-07-11,Los Angeles - Exposition Park,South LA,613,1365.0,False
2020-07-11,Los Angeles - Faircrest Heights,Central LA,18,500.0,False
2020-07-11,Los Angeles - Figueroa Park Square,South LA,137,1571.0,False
2020-07-11,Los Angeles - Florence-Firestone,South LA,1147,2418.0,False
2020-07-11,Los Angeles - Glassell Park,Northeast LA,341,1079.0,False
2020-07-11,Los Angeles - Gramercy Place,South LA,124,1152.0,False
2020-07-11,Los Angeles - Granada Hills,San Fernando Valley,600,1031.0,False
2020-07-11,Los Angeles - Green Meadows,South LA,439,2041.0,False
2020-07-11,Los Angeles - Hancock Park,Central LA,145,851.0,False
2020-07-11,Los Angeles - Harbor City,Harbor,256,881.0,False
2020-07-11,Los Angeles - Harbor Gateway,Harbor,411,943.0,False
2020-07-11,Los Angeles - Harbor Pines,Harbor,10,415.0,False
2020-07-11,Los Angeles - Harvard Heights,Central LA,290,1608.0,False
2020-07-11,Los Angeles - Harvard Park,South LA,760,2003.0,False
2020-07-11,Los Angeles - Highland Park,Northeast LA,545,1126.0,False
2020-07-11,Los Angeles - Historic Filipinotown,Central LA,246,1774.0,False
2020-07-11,Los Angeles - Hollywood,Central LA,583,854.0,False
2020-07-11,Los Angeles - Hollywood Hills,Central LA,156,530.0,False
2020-07-11,Los Angeles - Hyde Park,South LA,369,1293.0,False
2020-07-11,Los Angeles - Jefferson Park,South LA,142,1759.0,False
2020-07-11,Los Angeles - Koreatown,Central LA,576,1114.0,False
2020-07-11,Los Angeles - Lafayette Square,Central LA,41,899.0,False
2020-07-11,Los Angeles - Lake Balboa,San Fernando Valley,419,993.0,False
2020-07-11,Los Angeles - Lakeview Terrace,San Fernando Valley,313,2383.0,False
2020-07-11,Los Angeles - Leimert Park,South LA,140,919.0,False
2020-07-11,Los Angeles - Lincoln Heights,Eastside,606,1859.0,False
2020-07-11,Los Angeles - Little Armenia,Central LA,267,3327.0,False
2020-07-11,Los Angeles - Little Bangladesh,Central LA,281,991.0,False
2020-07-11,Los Angeles - Little Tokyo,Central LA,41,1309.0,False
2020-07-11,Los Angeles - Longwood,Central LA,65,1510.0,False
2020-07-11,Los Angeles - Los Feliz,Central LA,100,463.0,False
2020-07-11,Los Angeles - Manchester Square,South LA,63,738.0,False
2020-07-11,Los Angeles - Mandeville Canyon,Westside,4,128.0,False
2020-07-11,Los Angeles - Mar Vista,Westside,163,384.0,False
2020-07-11,Los Angeles - Marina Peninsula,Westside,21,482.0,False
2020-07-11,Los Angeles - Melrose,Central LA,1041,1340.0,False
2020-07-11,Los Angeles - Mid-city,Central LA,186,1238.0,False
2020-07-11,Los Angeles - Miracle Mile,Central LA,93,517.0,False
2020-07-11,Los Angeles - Mission Hills,San Fernando Valley,344,1426.0,False
2020-07-11,Los Angeles - Mt. Washington,Northeast LA,230,953.0,False
2020-07-11,Los Angeles - North Hills,San Fernando Valley,899,1460.0,False
2020-07-11,Los Angeles - North Hollywood,San Fernando Valley,1539,1016.0,False
2020-07-11,Los Angeles - Northridge,San Fernando Valley,700,1003.0,False
2020-07-11,Los Angeles - Pacific Palisades,Westside,85,399.0,False
2020-07-11,Los Angeles - Pacoima,San Fernando Valley,1551,2015.0,False
2020-07-11,Los Angeles - Palisades Highlands,Westside,12,312.0,False
2020-07-11,Los Angeles - Palms,Westside,338,770.0,False
2020-07-11,Los Angeles - Panorama City,San Fernando Valley,1390,1847.0,False
2020-07-11,Los Angeles - Park La Brea,Central LA,49,361.0,False
2020-07-11,Los Angeles - Pico-Union,Central LA,1084,2591.0,False
2020-07-11,Los Angeles - Playa Del Rey,South Bay,11,344.0,False
2020-07-11,Los Angeles - Playa Vista,Westside,65,594.0,False
2020-07-11,Los Angeles - Porter Ranch,San Fernando Valley,163,458.0,False
2020-07-11,Los Angeles - Rancho Park,Westside,40,610.0,False
2020-07-11,Los Angeles - Regent Square,Central LA,16,576.0,False
2020-07-11,Los Angeles - Reseda,San Fernando Valley,1143,1492.0,False
2020-07-11,Los Angeles - Reseda Ranch,San Fernando Valley,41,884.0,False
2020-07-11,Los Angeles - Reynier Village,Central LA,23,544.0,False
2020-07-11,Los Angeles - San Pedro,Harbor,1310,1679.0,True
2020-07-11,Los Angeles - Shadow Hills,San Fernando Valley,26,585.0,False
2020-07-11,Los Angeles - Sherman Oaks,San Fernando Valley,492,564.0,False
2020-07-11,Los Angeles - Silverlake,Central LA,351,796.0,False
2020-07-11,Los Angeles - South Carthay,Central LA,60,566.0,False
2020-07-11,Los Angeles - South Park,South LA,1058,2787.0,False
2020-07-11,Los Angeles - St Elmo Village,Central LA,73,1592.0,False
2020-07-11,Los Angeles - Studio City,San Fernando Valley,143,637.0,False
2020-07-11,Los Angeles - Sun Valley,San Fernando Valley,671,1279.0,False
2020-07-11,Los Angeles - Sunland,Verdugos,258,1264.0,False
2020-07-11,Los Angeles - Sycamore Square,Central LA,1,155.0,False
2020-07-11,Los Angeles - Sylmar,San Fernando Valley,1548,1879.0,True
2020-07-11,Los Angeles - Tarzana,San Fernando Valley,398,1289.0,False
2020-07-11,Los Angeles - Temple-Beaudry,Central LA,663,1679.0,False
2020-07-11,Los Angeles - Thai Town,Central LA,77,785.0,False
2020-07-11,Los Angeles - Toluca Lake,San Fernando Valley,44,506.0,False
2020-07-11,Los Angeles - Toluca Terrace,San Fernando Valley,12,919.0,False
2020-07-11,Los Angeles - Toluca Woods,San Fernando Valley,6,323.0,False
2020-07-11,Los Angeles - Tujunga,Verdugos,209,752.0,False
2020-07-11,Los Angeles - University Hills,Eastside,30,875.0,False
2020-07-11,Los Angeles - University Park,South LA,425,1548.0,False
2020-07-11,Los Angeles - Valley Glen,San Fernando Valley,270,900.0,False
2020-07-11,Los Angeles - Valley Village,San Fernando Valley,326,1319.0,False
2020-07-11,Los Angeles - Van Nuys,San Fernando Valley,1416,1519.0,False
2020-07-11,Los Angeles - Venice,Westside,127,375.0,False
2020-07-11,Los Angeles - Vermont Knolls,South LA,416,2419.0,False
2020-07-11,Los Angeles - Vermont Square,South LA,189,2468.0,False
2020-07-11,Los Angeles - Vermont Vista,South LA,961,2333.0,False
2020-07-11,Los Angeles - Vernon Central,South LA,1611,3098.0,False
2020-07-11,Los Angeles - Victoria Park,Central LA,108,1286.0,False
2020-07-11,Los Angeles - View Heights,South LA,21,568.0,False
2020-07-11,Los Angeles - Watts,South LA,900,2109.0,False
2020-07-11,Los Angeles - Wellington Square,Central LA,56,1139.0,False
2020-07-11,Los Angeles - West Adams,South LA,487,1763.0,False
2020-07-11,Los Angeles - West Hills,San Fernando Valley,264,651.0,False
2020-07-11,Los Angeles - West Los Angeles,Westside,258,686.0,False
2020-07-11,Los Angeles - West Vernon,South LA,1173,2187.0,False
2020-07-11,Los Angeles - Westchester,South Bay,223,432.0,False
2020-07-11,Los Angeles - Westlake,Central LA,1510,2544.0,False
2020-07-11,Los Angeles - Westwood,Westside,167,309.0,False
2020-07-11,Los Angeles - Wholesale District,Central LA,1566,4334.0,True
2020-07-11,Los Angeles - Wilmington,Harbor,772,1367.0,False
2020-07-11,Los Angeles - Wilshire Center,Central LA,566,1128.0,False
2020-07-11,Los Angeles - Winnetka,San Fernando Valley,587,1134.0,False
2020-07-11,Los Angeles - Woodland Hills,San Fernando Valley,390,573.0,False
2020-07-11,Unincorporated - Acton,Antelope Valley,34,427.0,False
2020-07-11,Unincorporated - Agua Dulce,Northwest County,15,361.0,False
2020-07-11,Unincorporated - Altadena,Verdugos,306,702.0,False
2020-07-11,Unincorporated - Anaverde,Antelope Valley,5,332.0,False
2020-07-11,Unincorporated - Angeles National Forest,Angeles Forest,3,241.0,False
2020-07-11,Unincorporated - Arcadia,San Gabriel Valley,35,439.0,False
2020-07-11,Unincorporated - Athens-Westmont,South LA,690,1626.0,False
2020-07-11,Unincorporated - Athens Village,South LA,90,1838.0,False
2020-07-11,Unincorporated - Avocado Heights,San Gabriel Valley,99,1461.0,False
2020-07-11,Unincorporated - Azusa,San Gabriel Valley,218,1369.0,False
2020-07-11,Unincorporated - Bassett,San Gabriel Valley,335,2261.0,False
2020-07-11,Unincorporated - Bouquet Canyon,Northwest County,1,93.0,False
