Date,Age,Cases,Cases per 100k,"New cases, 14-day avg per 100k"
2021-01-26,over 80,28089,8327.947202077761,77.67888379594766
2021-01-27,0 to 4,20365,3872.4607477186423,37.36501531680399
2021-01-27,5 to 11,49396,5799.517685264979,55.903290159377214
2021-01-27,12 to 17,61585,8560.87976123785,82.8097486734057
2021-01-27,18 to 29,246820,14489.648196601784,117.3645234163379
2021-01-27,30 to 49,345507,12677.062503439798,104.63278672198301
2021-01-27,50 to 64,198165,10672.462338188312,97.85331289455615
2021-01-27,65 to 79,78181,8394.022261375216,82.2964411218084
2021-01-27,over 80,28298,8389.912418540942,76.36588194334439
2021-01-28,0 to 4,20474,3893.1873974363607,34.0509245362514
2021-01-28,5 to 11,49633,5827.343535362312,50.678605225490024
2021-01-28,12 to 17,61951,8611.75711761705,75.1741735259418
2021-01-28,18 to 29,248047,14561.679629780741,107.16237666325812
2021-01-28,30 to 49,347363,12745.161349501917,95.99987420163906
2021-01-28,50 to 64,199422,10740.159889012639,90.32110443257004
2021-01-28,65 to 79,78757,8455.86537955677,76.83608644109573
2021-01-28,over 80,28477,8442.983106325195,71.26211667758011
2021-01-29,0 to 4,20578,3912.9632834055597,31.225797969222967
2021-01-29,5 to 11,49910,5859.865731467632,46.55252980418585
2021-01-29,12 to 17,62308,8661.383391462336,69.4350806322693
2021-01-29,18 to 29,249349,14638.113962298266,99.74453958713887
2021-01-29,30 to 49,349258,12814.691151919866,89.45311783375223
2021-01-29,50 to 64,200642,10805.86475138788,84.40074241878217
2021-01-29,65 to 79,79343,8518.782162984531,72.6411229434134
2021-01-29,over 80,28694,8507.320197102756,67.28075622129926
2021-01-30,0 to 4,20694,3935.0210023712048,28.998294329835158
2021-01-30,5 to 11,50241,5898.727994683736,43.105747287608594
2021-01-30,12 to 17,62373,8670.418987540608,61.05481350033234
2021-01-30,18 to 29,250782,14722.238692327155,93.40855777706753
2021-01-30,30 to 49,351313,12890.091544515584,83.45935009421774
2021-01-30,50 to 64,201944,10875.985842217851,79.62290640765512
2021-01-30,65 to 79,79897,8578.26321762443,68.21608832154372
2021-01-30,over 80,28868,8558.908463440523,64.04060648826218
2021-01-31,0 to 4,20811,3957.2688740865538,27.219007886177824
2021-01-31,5 to 11,50552,5935.242084895846,40.65693829772888
2021-01-31,12 to 17,63137,8776.621993752928,62.26617912840853
2021-01-31,18 to 29,251905,14788.164771756634,88.76245066551292
2021-01-31,30 to 49,352999,12951.952888513824,79.88195920463987
2021-01-31,50 to 64,203093,10937.866897028633,76.47230440031771
2021-01-31,65 to 79,80441,8636.67060701812,65.66229884306435
2021-01-31,over 80,27902,8272.504639979128,37.71703708849039
2021-02-01,0 to 4,20907,3975.523538058122,25.534797817372407
2021-02-01,5 to 11,50759,5959.5456754871875,37.84751702509291
2021-02-01,12 to 17,63435,8818.04672654255,58.63208224417993
2021-02-01,18 to 29,252747,14837.594654997614,83.41187965978756
2021-02-01,30 to 49,354157,12994.441284925426,75.27983583313896
2021-02-01,50 to 64,203944,10983.698731357592,72.444611724271
2021-02-01,65 to 79,80810,8676.288854603179,62.46431021686045
2021-02-01,over 80,29151,8642.813517311717,58.78859907784915
2021-02-02,0 to 4,20971,3987.6933140391675,24.162981551651868
2021-02-02,5 to 11,50909,5977.156973017144,35.901887964640544
2021-02-02,12 to 17,63661,8849.462799060853,55.38522519187733
2021-02-02,18 to 29,253404,14876.164053203462,78.9209223344491
2021-02-02,30 to 49,355215,13033.260562475922,71.7181697386801
2021-02-02,50 to 64,204719,11025.437475899242,69.61330149545498
2021-02-02,65 to 79,81159,8713.759771695823,60.74644582292837
2021-02-02,over 80,29276,8679.874053473906,56.71320905276658
2021-02-03,0 to 4,21060,4004.616908762809,24.149399212387312
2021-02-03,5 to 11,51134,6003.573919312079,35.91866062895479
2021-02-03,12 to 17,63914,8884.632119180902,55.33557905957913
2021-02-03,18 to 29,254447,14937.3937066718,78.35064203916802
2021-02-03,30 to 49,356633,13085.288667926397,71.03414115100259
2021-02-03,50 to 64,205667,11076.493385351478,68.95933038282084
2021-02-03,65 to 79,81155,8713.33030559734,56.77388441196045
2021-02-03,over 80,29430,8725.532634025723,56.01435322799387
2021-02-04,0 to 4,21182,4027.8155442266775,23.714764355921396
2021-02-04,5 to 11,51394,6034.100168364004,35.205822395599384
2021-02-04,12 to 17,64248,8931.061182106183,54.1639303373415
2021-02-04,18 to 29,255416,14994.279166126089,75.85147250984804
2021-02-04,30 to 49,358071,13138.050597149095,68.79073704735522
2021-02-04,50 to 64,206649,11129.38041391909,66.87046971128945
2021-02-04,65 to 79,81992,8803.196086704911,58.00859944509913
2021-02-04,over 80,29583,8770.894730288242,54.15073769526666
2021-02-05,0 to 4,21261,4042.8376114532803,22.777582946666772
2021-02-05,5 to 11,51569,6054.646682148954,33.41114731397521
2021-02-05,12 to 17,64497,8965.674465544493,51.880208251624076
2021-02-05,18 to 29,256296,15045.93985169861,71.90982929246414
2021-02-05,30 to 49,359372,13185.785833532078,65.22120855533687
2021-02-05,50 to 64,207515,11176.020094916597,63.71217392615635
2021-02-05,65 to 79,82397,8846.679529176316,55.523831303875944
2021-02-05,over 80,29761,8823.6689337832,52.18123491636178
2021-02-06,0 to 4,21362,4062.043039173368,21.229196270506957
2021-02-06,5 to 11,51821,6084.233661999281,31.130064967237956
2021-02-06,12 to 17,64497,8965.674465544493,45.4162818263978
2021-02-06,18 to 29,257260,15102.531784530325,66.88633080903233
2021-02-06,30 to 49,360747,13236.236217872278,60.75798754072066
2021-02-06,50 to 64,208400,11223.683048360934,59.66909369451824
2021-02-06,65 to 79,82823,8892.417668664757,52.49456150207608
2021-02-06,over 80,29915,8869.327514335015,50.02113509433706
2021-02-07,0 to 4,21430,4074.973426153229,19.694391933611698
2021-02-07,5 to 11,51971,6101.844959529239,28.966391270700402
2021-02-07,12 to 17,64948,9028.367601410666,44.89003282403684
2021-02-07,18 to 29,257823,15135.582882231836,62.189904847894084
2021-02-07,30 to 49,361616,13268.120860775285,56.808443166659245
2021-02-07,50 to 64,209019,11257.020187549682,56.04532435274556
2021-02-07,65 to 79,83112,8923.446594280156,49.60333437478862
2021-02-07,over 80,30018,8899.865396132658,48.30576170625861
2021-02-08,0 to 4,21479,4084.290910888717,18.28182865009748
2021-02-08,5 to 11,52094,6116.286223503803,27.188488853390478
2021-02-08,12 to 17,65126,9053.11123374809,42.52687692664228
2021-02-08,18 to 29,258394,15169.10362252946,58.96111199961154
2021-02-08,30 to 49,362440,13298.354400190794,53.86004408184231
2021-02-08,50 to 64,209544,11285.294820948864,53.10630123478978
2021-02-08,65 to 79,83340,8947.926161893687,47.19525660829456
2021-02-08,over 80,30087,8920.322812094188,45.76446779799424
2021-02-09,0 to 4,21521,4092.277326376278,17.56196466907581
2021-02-09,5 to 11,52215,6130.492670177968,26.14858366590731
2021-02-09,12 to 17,65297,9076.88180189247,40.9084130137208
2021-02-09,18 to 29,258975,15203.211416072227,56.57935311932
2021-02-09,30 to 49,363355,13331.92683776991,51.77126713019868
2021-02-09,50 to 64,210215,11321.432495255247,51.186703674763706
2021-02-09,65 to 79,83634,8979.49192013219,45.699794301076906
2021-02-09,over 80,30181,8948.192335288153,44.303223800742224
2021-02-10,0 to 4,21576,4102.735727609989,16.448212849381907
2021-02-10,5 to 11,52367,6148.3387850083245,24.915792838810333
2021-02-10,12 to 17,65490,9103.710571786421,38.773629324897996
2021-02-10,18 to 29,259595,15239.608717271049,53.56860861923315
2021-02-10,30 to 49,364236,13364.251774936249,49.084947964032146
2021-02-10,50 to 64,210788,11352.292237993783,48.55927855753361
2021-02-10,65 to 79,83897,9007.729316107449,43.83621819515952
2021-02-10,over 80,30305,8984.956387161044,42.50314061572163
2021-02-11,0 to 4,21633,4113.574434343108,15.7419312076248
2021-02-11,5 to 11,52509,6165.010813336683,24.119091283883716
2021-02-11,12 to 17,65673,9129.14924997602,36.95658088278369
2021-02-11,18 to 29,260228,15276.769187688555,51.07782556484376
2021-02-11,30 to 49,365229,13400.686125227026,46.82319826607926
2021-02-11,50 to 64,211484,11389.776323414413,46.401173885840954
2021-02-11,65 to 79,84219,9042.301337035331,41.88828267704012
2021-02-11,over 80,30427,9021.12747045534,41.29602600929605
2021-02-12,0 to 4,21683,4123.082071828299,15.00848488733857
2021-02-12,5 to 11,52643,6180.743572463445,22.91984578541523
2021-02-12,12 to 17,65841,9152.502790609096,35.07995708191155
2021-02-12,18 to 29,260832,15312.227203695147,48.15094581406296
2021-02-12,30 to 49,366171,13435.24922489864,44.325576641341016
2021-02-12,50 to 64,212106,11423.275031936872,44.100734324927934
2021-02-12,65 to 79,84527,9075.370226618523,39.75629025957084
2021-02-12,over 80,30569,9063.228239535587,39.70771731663082
2021-02-13,0 to 4,21746,4135.061695059641,14.2886209063169
2021-02-13,5 to 11,52777,6196.476331590206,21.267738350462135
2021-02-13,12 to 17,66048,9181.277688889137,36.48990723918057
2021-02-13,18 to 29,261465,15349.387674112655,44.79635584182135
2021-02-13,30 to 49,367055,13467.684235630813,41.256620793944904
2021-02-13,50 to 64,212662,11453.219215117719,41.23095520713342
2021-02-13,65 to 79,84785,9103.070789970678,37.48625516758918
2021-02-13,over 80,30662,9090.801278440256,37.99234392855237
2021-02-14,0 to 4,21787,4142.857957797499,13.256363122210356
2021-02-14,5 to 11,52880,6208.569422560777,19.5233812617807
2021-02-14,12 to 17,66150,9195.456624273504,29.916759322898244
2021-02-14,18 to 29,261824,15370.462885613262,41.592722418330624
2021-02-14,30 to 49,367555,13486.02982993634,38.148352958751246
2021-02-14,50 to 64,213015,11472.230540050883,38.16883164444652
2021-02-14,65 to 79,84923,9117.887370368342,34.372625953587296
2021-02-14,over 80,30718,9107.404398640916,59.635697047270604
2021-02-15,0 to 4,21824,4149.893609536541,12.45500510560133
2021-02-15,5 to 11,52977,6219.958061630148,18.600884724497245
2021-02-15,12 to 17,66288,9214.63988979353,28.32808308935569
2021-02-15,18 to 29,262188,15391.831623736442,39.58835490991626
2021-02-15,30 to 49,368143,13507.604248839642,36.654497422444
2021-02-15,50 to 64,213377,11491.726572985177,36.28770297339892
2021-02-15,65 to 79,85081,9134.851281258421,32.754459046803056
2021-02-15,over 80,30768,9122.228613105792,34.24393541386242
2021-02-16,0 to 4,21854,4155.598192027655,11.993205570606296
2021-02-16,5 to 11,53017,6224.654407638137,17.6783881872138
2021-02-16,12 to 17,66355,9223.953504212674,26.749336082272773
2021-02-16,18 to 29,262427,15405.862196295342,37.83558164942002
2021-02-16,30 to 49,368525,13521.620282889064,34.88283717236734
2021-02-16,50 to 64,213634,11505.567679239633,34.29501452431373
2021-02-16,65 to 79,85195,9147.091065065188,30.95223524066897
2021-02-16,over 80,30817,9136.75634328137,32.63444927196165
