Date,Age,Cases,Cases per 100k,"New cases, 14-day avg per 100k"
2020-08-17,12 to 17,9204,1279.440404683497,16.492445149463652
2020-08-17,18 to 29,52122,3059.838924330598,27.859869719466545
2020-08-17,30 to 49,72900,2674.7876497459133,24.003899749189515
2020-08-17,50 to 64,41013,2208.8143611440833,20.342348491819514
2020-08-17,65 to 79,16294,1749.4301521705754,15.000637297014
2020-08-17,over 80,7763,2301.607537816571,16.391345708305202
2020-08-18,0 to 4,3346,636.2511005090389,8.665532450789147
2020-08-18,5 to 11,7382,866.7106557742749,11.514434051728909
2020-08-18,12 to 17,9248,1285.556808182636,15.916550014804477
2020-08-18,18 to 29,52332,3072.1670424785857,27.01283575147554
2020-08-18,30 to 49,73153,2684.0705204645105,23.12069042333769
2020-08-18,50 to 64,41157,2216.5696891621446,19.61143960122842
2020-08-18,65 to 79,16353,1755.7647771231998,14.540495048639336
2020-08-18,over 80,7789,2309.3161293383064,15.734844782003574
2020-08-19,0 to 4,3388,644.2375159966001,8.556873736672669
2020-08-19,5 to 11,7438,873.2855401854587,11.128662772501285
2020-08-19,12 to 17,9311,1294.314385920039,15.231433389089249
2020-08-19,18 to 29,52811,3100.286892920901,26.694149704112586
2020-08-19,30 to 49,73739,2705.5715569905888,22.740674541294624
2020-08-19,50 to 64,41484,2234.180746536492,19.207516266954393
2020-08-19,65 to 79,16457,1766.9308956837583,13.90396493838772
2020-08-19,over 80,7841,2324.733312381777,15.099521304937479
2020-08-20,0 to 4,3416,649.5617929883075,8.244479933587794
2020-08-20,5 to 11,7505,881.1519197488394,10.524846857188479
2020-08-20,12 to 17,9384,1304.4620553617922,14.248439969584794
2020-08-20,18 to 29,53158,3120.657640527338,25.146845079416142
2020-08-20,30 to 49,74221,2723.256709901117,21.335926177328513
2020-08-20,50 to 64,41766,2249.3682639051954,18.168856264535467
2020-08-20,65 to 79,16457,1766.9308956837583,12.408502631170066
2020-08-20,over 80,7841,2324.733312381777,13.744164553863147
2020-08-21,0 to 4,3454,656.7875974770533,7.714768702269962
2020-08-21,5 to 11,7590,891.131655015815,9.929417274032796
2020-08-21,12 to 17,9472,1316.69486236007,13.305163455918901
2020-08-21,18 to 29,53592,3146.135751366513,24.04821686350702
2020-08-21,30 to 49,74783,2743.87715790053,20.109392158044674
2020-08-21,50 to 64,42032,2263.694078160781,17.076339817546675
2020-08-21,65 to 79,16667,1789.4778658541168,12.653911830303219
2020-08-21,over 80,7841,2324.733312381777,12.325275455082206
2020-08-22,0 to 4,3483,662.3020272184646,7.293716185068608
2020-08-22,5 to 11,7650,898.1761740277976,9.342374023034235
2020-08-22,12 to 17,9537,1325.7304584383432,12.58032992436511
2020-08-22,18 to 29,54011,3170.7332823379747,23.268274694960844
2020-08-22,30 to 49,75285,2762.29613458328,19.302186008601463
2020-08-22,50 to 64,42317,2279.043164863194,16.353124704751277
2020-08-22,65 to 79,16776,1801.180817037779,12.163093432036915
2020-08-22,over 80,7972,2363.572754279751,13.151195975268127
2020-08-23,0 to 4,3496,664.7740129646145,6.926993024925495
2020-08-23,5 to 11,7701,904.164015187983,8.906284750863877
2020-08-23,12 to 17,9601,1334.6270453461814,12.143443960140907
2020-08-23,18 to 29,54237,3184.00068567819,22.370921877386216
2020-08-23,30 to 49,75602,2773.927241372984,18.72036858919759
2020-08-23,50 to 64,42479,2287.767908883513,15.649144036445117
2020-08-23,65 to 79,16839,1807.9449080888867,11.787310595864273
2020-08-23,over 80,7999,2371.5778300907837,12.939421482912763
2020-08-24,0 to 4,3531,671.4293592042487,6.709675596692538
2020-08-24,5 to 11,7759,910.9737168995663,8.537286135950495
2020-08-24,12 to 17,9686,1346.4428248331542,11.706557995916704
2020-08-24,18 to 29,54532,3201.3187564098876,21.80483481957044
2020-08-24,30 to 49,75978,2787.723128290741,18.12020557548819
2020-08-24,50 to 64,42702,2299.7778960225937,15.118273368542113
2020-08-24,65 to 79,16909,1815.4605648123395,11.426865834637454
2020-08-24,over 80,8037,2382.844233084089,12.685292092086325
2020-08-25,0 to 4,3544,673.9013449503987,6.438028811401341
2020-08-25,5 to 11,7788,914.378567755358,8.361173160650926
2020-08-25,12 to 17,9711,1349.9180540940285,11.22995512585394
2020-08-25,18 to 29,54740,3213.529463908847,21.456796109950375
2020-08-25,30 to 49,76245,2797.5196756498926,17.75329368937764
2020-08-25,50 to 64,42883,2309.52591248974,14.825909812305675
2020-08-25,65 to 79,16991,1824.2646198312414,11.281154122652142
2020-08-25,over 80,8037,2382.844233084089,11.859371571900406
2020-08-26,0 to 4,3573,679.4157746918099,6.207129043903826
2020-08-26,5 to 11,7856,922.3623559689383,8.101196863780135
2020-08-26,12 to 17,9778,1359.2316685131718,10.405829329703739
2020-08-26,18 to 29,55173,3238.948869423508,21.163269487379235
2020-08-26,30 to 49,76749,2816.0120347098646,17.28679143417994
2020-08-26,50 to 64,43128,2322.7207414093587,14.29503914440267
2020-08-26,65 to 79,17093,1835.2160053425582,11.051082998464812
2020-08-26,over 80,8121,2407.7489133850795,12.558227396673107
2020-08-27,0 to 4,3604,685.3105099326289,5.962646937141749
2020-08-27,5 to 11,7913,929.0546490303219,7.832834234752222
2020-08-27,12 to 17,9848,1368.96231044362,10.137740215293432
2020-08-27,18 to 29,55588,3263.3115790969127,21.247134236685277
2020-08-27,30 to 49,77241,2834.0640995065037,16.909396351323373
2020-08-27,50 to 64,43448,2339.954803671717,14.052685143838255
2020-08-27,65 to 79,17205,1847.2410561000827,10.774997649440014
2020-08-27,over 80,8163,2420.2012535355752,12.282920556611135
2020-08-28,0 to 4,3642,692.5363144213746,5.650253134056873
2020-08-28,5 to 11,7966,935.2773074909067,7.187086658653806
2020-08-28,12 to 17,9931,1380.5000715897227,9.760429609827074
2020-08-28,18 to 29,55939,3283.9171480014065,20.186245157963867
2020-08-28,30 to 49,77657,2849.3276339687022,16.073361410828618
2020-08-28,50 to 64,43715,2354.334474371872,13.33716380883855
2020-08-28,65 to 79,17306,1858.085075086779,9.992755827203087
2020-08-28,over 80,8227,2439.176248050616,12.240565658140062
2020-08-29,0 to 4,3663,696.5295221651553,5.324276991707438
2020-08-29,5 to 11,8018,941.3825573012917,6.734224722169202
2020-08-29,12 to 17,9989,1388.5626034749512,9.194463701627539
2020-08-29,18 to 29,56276,3303.7008423627017,19.64951076240521
2020-08-29,30 to 49,78056,2863.9674182245135,15.420782413389137
2020-08-29,50 to 64,43919,2365.321189064126,12.787058696446305
2020-08-29,65 to 79,17392,1867.318596204164,9.609303953557536
2020-08-29,over 80,8264,2450.1461667546237,11.986436267313625
2020-08-30,0 to 4,3682,700.1424244095282,5.365024009501118
2020-08-30,5 to 11,8073,947.8400330622759,6.658747732755102
2020-08-30,12 to 17,10042,1395.9300895080048,9.025666851813643
2020-08-30,18 to 29,56503,3317.026951027431,19.548873063237963
2020-08-30,30 to 49,78373,2875.598525014218,15.35526243372654
2020-08-30,50 to 64,44076,2373.7766508615955,12.610101807145304
2020-08-30,65 to 79,17461,1874.726886402996,9.425247054207672
2020-08-30,over 80,8288,2457.261789697764,11.732306876487185
2020-08-31,0 to 4,3716,706.6076178994587,6.696093257427978
2020-08-31,5 to 11,8130,954.5323261236595,6.591657075498123
2020-08-31,12 to 17,10107,1404.9656855862781,8.966091493055798
2020-08-31,18 to 29,56716,3329.531185148962,19.263732915597426
2020-08-31,30 to 49,78709,2887.9267643875323,15.224222474401344
2020-08-31,50 to 64,44273,2384.38637044186,12.540857806984043
2020-08-31,65 to 79,17537,1882.8867422741732,9.532613578828427
2020-08-31,over 80,8316,2465.5633497980944,11.71112942725165
2020-09-01,0 to 4,3726,708.509145396497,5.161288920532721
2020-09-01,5 to 11,8168,958.9938548312485,6.591657075498123
2020-09-01,12 to 17,10137,1409.1359606993274,8.827082322620823
2020-09-01,18 to 29,56890,3339.7459116144373,19.112776366846553
2020-09-01,30 to 49,78943,2896.5125025225193,15.17442728985777
2020-09-01,50 to 64,44393,2390.8491437902444,12.448532473435693
2020-09-01,65 to 79,17609,1890.6171320468677,9.63231106597627
2020-09-01,over 80,8344,2473.8649098984247,11.753484325722724
2020-09-02,0 to 4,3758,714.5940333870197,5.025465527887123
2020-09-02,5 to 11,8219,964.9816959914339,6.549725414712511
2020-09-02,12 to 17,10192,1416.781465073251,8.747648510943696
2020-09-02,18 to 29,57192,3357.4749196177345,18.3705733354881
2020-09-02,30 to 49,79337,2910.9688308352747,14.671233846049013
2020-09-02,50 to 64,44646,2404.4748242664214,12.163862694994952
2020-09-02,65 to 79,17714,1901.8906171320468,9.639980103449181
2020-09-02,over 80,8398,2489.87506152049,11.795839224193795
2020-09-03,0 to 4,3781,718.9675466302081,4.957553831564325
2020-09-03,5 to 11,8255,969.2084073986235,6.289749117841721
2020-09-03,12 to 17,10231,1422.202822720215,8.410054811315902
2020-09-03,18 to 29,57462,3373.325357236576,18.047694050659846
2020-09-03,30 to 49,79693,2924.0308939808106,14.341013148549518
2020-09-03,50 to 64,44831,2414.4382665118474,11.790714471903708
2020-09-03,65 to 79,17784,1909.4062738554996,10.176812726552955
2020-09-03,over 80,8411,2493.729357281358,12.07114606425577
2020-09-04,0 to 4,3805,723.5312126231001,4.767401081860488
2020-09-04,5 to 11,8315,976.2529264106063,6.080090813913663
2020-09-04,12 to 17,10298,1431.516437139358,8.201541055663442
2020-09-04,18 to 29,57753,3390.408606670216,17.448061093121655
2020-09-04,30 to 49,80171,2941.569282136895,14.120866016883188
2020-09-04,50 to 64,45068,2427.2022438749063,11.67915469386612
2020-09-04,65 to 79,17898,1921.6460576622658,9.440585129153494
2020-09-04,over 80,8448,2504.6992759853656,12.854711685970617
2020-09-05,0 to 4,3827,727.7145731165846,4.672324707008569
2020-09-05,5 to 11,8352,980.5970464679956,5.887205174299851
2020-09-05,12 to 17,10360,1440.1350057063264,8.171753376284519
2020-09-05,18 to 29,58072,3409.1356051902553,17.028737346591456
2020-09-05,30 to 49,80509,2953.9709038874316,13.691054950296545
2020-09-05,50 to 64,45265,2437.811963455171,11.340628470855508
2020-09-05,65 to 79,17973,1929.6985470088223,9.179837855074517
2020-09-05,over 80,8491,2517.4481004251584,10.99109615324341
2020-09-06,0 to 4,3843,730.7570171118459,4.713071724802248
2020-09-06,5 to 11,8375,983.2974454225889,5.652387873900427
2020-09-06,12 to 17,10405,1446.3904183759003,7.98309807355134
2020-09-06,18 to 29,58242,3419.115510357674,16.79391604853454
2020-09-06,30 to 49,80735,2962.26311251353,13.452562224324687
2020-09-06,50 to 64,45413,2445.7827172515117,11.286772026285638
2020-09-06,65 to 79,18029,1935.7110723875846,9.12615459276414
2020-09-06,over 80,8512,2523.6742705004062,10.864031457830194
2020-09-07,0 to 4,3857,733.4191556076996,4.427842600246493
2020-09-07,5 to 11,8387,984.7063492249855,5.2666165946728
2020-09-07,12 to 17,10427,1449.4486201254697,7.357556806593959
2020-09-07,18 to 29,58358,3425.9253280013245,16.043326542245484
2020-09-07,30 to 49,80898,2968.2437762571317,12.894331997599348
2020-09-07,50 to 64,45512,2451.114505263929,10.809757802952502
2020-09-07,65 to 79,18069,1940.0057333724149,8.89608346857681
2020-09-07,over 80,8524,2527.232081971976,10.313417777706245
2020-09-08,0 to 4,3866,735.1305303550342,4.3735132431882535
2020-09-08,5 to 11,8407,987.0545222289797,5.191139605258701
2020-09-08,12 to 17,10443,1451.6727668524293,7.2681937684571905
2020-09-08,18 to 29,58451,3431.3849231811478,15.561104233735751
2020-09-08,30 to 49,81034,2973.2337779082354,12.551007304167333
2020-09-08,50 to 64,45602,2455.961585275217,10.459690913248346
2020-09-08,65 to 79,18107,1944.0856613080034,8.558645819768723
2020-09-08,over 80,8539,2531.679346311439,10.631079516239291
2020-09-09,0 to 4,3879,737.602516101184,4.156195814955296
2020-09-09,5 to 11,8424,989.0504692823748,4.763436665245463
2020-09-09,12 to 17,10471,1455.5650236246086,6.880953936531193
2020-09-09,18 to 29,58607,3440.5429538053672,14.399577455847096
2020-09-09,30 to 49,81198,2979.2511328404485,11.659935580755995
2020-09-09,50 to 64,45736,2463.17834884758,10.032686245587234
2020-09-09,65 to 79,18155,1949.2392544897996,8.144517796231527
2020-09-09,over 80,8557,2537.016063518794,9.233367866693886
2020-09-10,0 to 4,3900,741.5957238449647,4.020372422309698
2020-09-10,5 to 11,8471,994.5686758417613,4.67957334367424
2020-09-10,12 to 17,10523,1462.7935004872272,6.702227860257656
2020-09-10,18 to 29,58933,3459.6808895970057,14.026379321435217
2020-09-10,30 to 49,81537,2991.689445779596,11.258953305220894
2020-09-10,50 to 64,45907,2472.3878008690276,9.459499799807901
2020-09-10,65 to 79,18239,1958.258042557943,7.929784746990019
2020-09-10,over 80,8581,2544.1316864619344,8.852173780454232
2020-09-11,0 to 4,3927,746.7298480869682,3.8709666903995408
2020-09-11,5 to 11,8510,999.14761319955,4.562164693474528
2020-09-11,12 to 17,10562,1468.2148581341912,6.265341896033453
2020-09-11,18 to 29,59190,3474.7681579971622,13.632214999696828
2020-09-11,30 to 49,81862,3003.614082078189,11.020460579249036
2020-09-11,50 to 64,46099,2482.7282382264425,9.170983132469312
2020-09-11,65 to 79,18310,1965.8810658060165,7.699713622802686
2020-09-11,over 80,8612,2553.322699430157,8.153317955681528
2020-09-12,0 to 4,3949,750.9132085804526,3.8845490296641003
2020-09-12,5 to 11,8559,1004.900637059336,4.537005697003162
2020-09-12,12 to 17,10613,1475.3043258263747,6.195837310815966
2020-09-12,18 to 29,59503,3493.1429245701156,13.53157730052958
2020-09-12,30 to 49,82193,3015.7588655084483,10.842246234566769
2020-09-12,50 to 64,46275,2492.20697247074,9.063270243329573
2020-09-12,65 to 79,18390,1974.470387775677,7.653699397965221
2020-09-12,over 80,8637,2560.734806662595,7.89918856485509
2020-09-13,0 to 4,3969,754.7162635745294,3.8981313689286603
2020-09-13,5 to 11,8605,1010.3014349685227,4.461528707589061
2020-09-13,12 to 17,10647,1480.0306376211638,6.007182008082788
2020-09-13,18 to 29,59672,3503.06412441302,13.288369527542065
2020-09-13,30 to 49,82469,3025.8856335650994,10.734793467920106
2020-09-13,50 to 64,46408,2499.3698795985324,8.970944909781224
2020-09-13,65 to 79,18449,1980.8050127283016,7.57700902323611
2020-09-13,over 80,8664,2568.739882473628,7.962720912561701
2020-09-14,0 to 4,3980,756.8079438212716,3.585737565843785
2020-09-14,5 to 11,8644,1014.8803723263115,4.310574728760859
2020-09-14,12 to 17,10702,1487.6761419950874,5.907889743486378
2020-09-14,18 to 29,59861,3514.159430746209,13.187731828374815
2020-09-14,30 to 49,82688,3033.9210038709202,10.428159963099148
2020-09-14,50 to 64,46523,2505.5633707240677,8.655500020157698
2020-09-14,65 to 79,18483,1984.4554745654073,7.254909449373846
2020-09-14,over 80,8670,2570.518788209413,7.4968170293798995
2020-09-15,0 to 4,3985,757.7587075697908,3.517825869520986
2020-09-15,5 to 11,8656,1016.289276128708,4.092530092675679
2020-09-15,12 to 17,10713,1489.205242869872,5.719234440753199
2020-09-15,18 to 29,59950,3519.3842046279756,12.831306643824146
2020-09-15,30 to 49,82811,3038.4340200700804,10.137251253397212
2020-09-15,50 to 64,46608,2510.1411685125067,8.520858908733024
2020-09-15,65 to 79,18511,1987.4617372547882,6.91747180056576
2020-09-15,over 80,8683,2574.3730839702803,7.179155290846852
2020-09-16,0 to 4,4003,761.1814570644599,3.327673119817149
2020-09-16,5 to 11,8684,1019.5767183343,3.8996444530618666
2020-09-16,12 to 17,10753,1494.765609687271,5.570296043858584
2020-09-16,18 to 29,60217,3535.0585262732743,12.684543332538576
2020-09-16,30 to 49,83158,3051.1658625181162,10.014073691631527
2020-09-16,50 to 64,46818,2521.4510218721794,8.355442686125565
2020-09-16,65 to 79,18582,1995.0847605028619,6.6567245264867845
2020-09-16,over 80,8709,2582.0816754920156,6.586186712251832
2020-09-17,0 to 4,4028,765.9352758070559,3.354837798346269
2020-09-17,5 to 11,8728,1024.7426989430874,3.966735110318845
2020-09-17,12 to 17,10817,1503.6621965951094,5.818526705349608
2020-09-17,18 to 29,60486,3550.850258567602,12.680350095073273
2020-09-17,30 to 49,83496,3063.567484268653,9.966899306274456
2020-09-17,50 to 64,47036,2533.191726788411,8.482390019754543
2020-09-17,65 to 79,18662,2003.6740824725223,6.7334149012158955
2020-09-17,over 80,8739,2590.976204170941,6.946203349255951
2020-09-18,0 to 4,4047,769.5481780514287,3.2869261020234695
2020-09-18,5 to 11,8764,1028.969410350277,3.7654631385479096
2020-09-18,12 to 17,10874,1511.585719309903,5.719234440753199
2020-09-18,18 to 29,60806,3569.6359624121546,12.801953981567031
2020-09-18,30 to 49,83874,3077.4367535636316,9.704819387624061
2020-09-18,50 to 64,47253,2544.878575260073,8.405452241797587
2020-09-18,65 to 79,18759,2014.0886353607355,6.603041264176407
2020-09-18,over 80,8773,2601.0566700070563,6.882671001549342
2020-09-19,0 to 4,4082,776.203524291063,3.4634965124627475
2020-09-19,5 to 11,8818,1035.3094774610615,3.908030785218989
2020-09-19,12 to 17,10942,1521.038342899481,5.778809799511045
2020-09-19,18 to 29,61113,3587.6584970380227,12.751635131983408
2020-09-19,30 to 49,84294,3092.8470527802747,9.919724920917384
2020-09-19,50 to 64,47487,2557.4809832894225,8.547787131017959
2020-09-19,65 to 79,18830,2021.711658608809,6.572365114284763
2020-09-19,over 80,8809,2611.7301044217666,6.734428856900587
2020-09-20,0 to 4,4110,781.5278012827705,3.6264845836374646
2020-09-20,5 to 11,8862,1040.4754580698489,4.0841437605185575
2020-09-20,12 to 17,10998,1528.8228564438396,5.8880312905670955
2020-09-20,18 to 29,61334,3600.6323737556672,12.96549024271381
2020-09-20,30 to 49,84594,3103.8544093635915,10.113664060718676
2020-09-20,50 to 64,47640,2565.7210193086125,8.567021575507198
2020-09-20,65 to 79,18897,2028.9052157583997,6.6567245264867845
2020-09-20,over 80,8836,2619.7351802327994,6.861493552313805
2020-09-21,0 to 4,4118,783.0490232804011,3.544990548050106
2020-09-21,5 to 11,8903,1045.289212728037,4.327347393075104
2020-09-21,12 to 17,11043,1535.0782691134134,6.116403499138838
2020-09-21,18 to 29,61483,3609.3794671082874,13.103867079068776
2020-09-21,30 to 49,84781,3110.7156616338584,10.176563241194769
2020-09-21,50 to 64,47778,2573.1532086592547,8.717050242523264
2020-09-21,65 to 79,18948,2034.380908514058,6.7410839386888055
2020-09-21,over 80,8850,2623.885960282965,6.903848450784879
2020-09-22,0 to 4,4126,784.5702452780318,3.531408208785546
2020-09-22,5 to 11,8924,1047.754794382231,4.3357337252322266
2020-09-22,12 to 17,11064,1537.9974616925479,6.166049631437042
2020-09-22,18 to 29,61634,3618.2439711099355,13.347074852056293
2020-09-22,30 to 49,85027,3119.741694032178,10.464851151710203
2020-09-22,50 to 64,47908,2580.154546453338,8.87092579843718
2020-09-22,65 to 79,19002,2040.1787008435788,6.863788538255383
2020-09-22,over 80,8859,2626.5543188866422,6.77678375537166
2020-09-23,0 to 4,4155,790.0846750194431,3.748725637018503
2020-09-23,5 to 11,8971,1053.2730009416173,4.587323689945895
2020-09-23,12 to 17,11120,1545.7819752369064,6.44406797230699
2020-09-23,18 to 29,61913,3634.6227566494053,13.862843060288439
2020-09-23,30 to 49,85378,3132.6203012346587,10.954940599586436
2020-09-23,50 to 64,48145,2592.918523816397,9.26715535491551
2020-09-23,65 to 79,19098,2050.4858872071713,7.231902336955113
2020-09-23,over 80,8893,2636.6347847227576,7.115622943140243
2020-09-24,0 to 4,4170,792.9369662650007,3.6672316014311437
2020-09-24,5 to 11,9005,1057.2648950484077,4.478301371903306
2020-09-24,12 to 17,11177,1553.7054979517,6.493714104605195
2020-09-24,18 to 29,62179,3650.23837297019,13.61124881237032
2020-09-24,30 to 49,85722,3145.242070116861,10.96804459551896
2020-09-24,50 to 64,48323,2602.504970949834,9.294083577200444
2020-09-24,65 to 79,19181,2059.397308750694,7.2242332994822025
2020-09-24,over 80,8929,2647.308219137468,7.369752333966681
2020-09-25,0 to 4,4197,798.0710905070043,3.6672316014311437
2020-09-25,5 to 11,9063,1064.074596759991,4.637641682888629
2020-09-25,12 to 17,11237,1562.0460481777982,6.702227860257656
2020-09-25,18 to 29,62513,3669.8459513579423,13.934128097198574
2020-09-25,30 to 49,86148,3160.872516465171,11.232745313355856
2020-09-25,50 to 64,48564,2615.4843740911724,9.482581133194989
2020-09-25,65 to 79,19286,2070.670793835873,7.4849805735611765
2020-09-25,over 80,8981,2662.7254021809385,7.814478767912946
2020-09-26,0 to 4,4220,802.4446037501925,3.6808139406957037
2020-09-26,5 to 11,9121,1070.884298471574,4.71311867230273
2020-09-26,12 to 17,11304,1571.3596625969415,6.86109548361191
2020-09-26,18 to 29,62804,3686.9292007915824,13.84187687296193
2020-09-26,30 to 49,86521,3174.5583298170945,11.342818879189021
2020-09-26,50 to 64,48798,2628.086782120522,9.705700689270165
2020-09-26,65 to 79,19365,2079.1527492809128,7.477311536088266
2020-09-26,over 80,9018,2673.6953208849463,8.068608158739382
2020-09-27,0 to 4,4236,805.4870477454539,3.6264845836374646
2020-09-27,5 to 11,9173,1076.9895482819593,4.763436665245463
2020-09-27,12 to 17,11347,1577.3370569256454,6.95045852174868
2020-09-27,18 to 29,62992,3697.9658018002574,13.921548384802666
2020-09-27,30 to 49,86778,3183.9879652901354,11.293023694645445
2020-09-27,50 to 64,48932,2635.3035456928847,9.709547578168014
2020-09-27,65 to 79,19421,2085.165274659675,7.454304423669533
2020-09-27,over 80,9040,2680.2179752494917,7.962720912561701
2020-09-28,0 to 4,4246,807.3885752424923,3.6129022443729046
2020-09-28,5 to 11,9205,1080.74662508835,4.704732340145607
2020-09-28,12 to 17,11381,1582.0633687204345,6.7419447660962195
2020-09-28,18 to 29,63163,3708.0044122921904,13.846070110427233
2020-09-28,30 to 49,87001,3192.170100350401,11.30350689139146
2020-09-28,50 to 64,49055,2641.927888374979,9.740322689350796
2020-09-28,65 to 79,19458,2089.137836070643,7.477311536088266
2020-09-28,over 80,9056,2684.9617238782516,8.174495404917065
2020-09-29,0 to 4,4261,810.2408664880498,3.748725637018503
2020-09-29,5 to 11,9227,1083.3296153927436,4.78859566171683
2020-09-29,12 to 17,11428,1588.5967997308783,7.099396918643294
2020-09-29,18 to 29,63359,3719.510655896979,14.294746519214547
2020-09-29,30 to 49,87247,3201.19613274872,11.625865191331444
2020-09-29,50 to 64,49203,2649.8986421713194,9.982676689915213
2020-09-29,65 to 79,19536,2097.512424991062,7.860763409733818
2020-09-29,over 80,9056,2684.9617238782516,7.89918856485509
2020-09-30,0 to 4,4285,814.8045324809419,3.8302196726058617
2020-09-30,5 to 11,9267,1088.025961400732,4.889231647602298
2020-09-30,12 to 17,11477,1595.408249082192,7.188759956780063
2020-09-30,18 to 29,63588,3732.9541752107375,14.13540349553307
2020-09-30,30 to 49,87587,3213.671136876479,11.607519597025917
2020-09-30,50 to 64,49381,2659.4850893047565,9.85957624518408
2020-09-30,65 to 79,19600,2104.38388256679,7.807080147423441
2020-09-30,over 80,9112,2701.5648440789123,8.534512041921184
2020-10-01,0 to 4,4298,817.2765182270919,3.6672316014311437
2020-10-01,5 to 11,9304,1092.3700814581216,4.830527322502442
2020-10-01,12 to 17,11537,1603.7487993082905,7.149043050941499
2020-10-01,18 to 29,63843,3747.9240329618656,14.076698171018842
2020-10-01,30 to 49,87923,3225.9993762497934,11.602277998652909
2020-10-01,50 to 64,49589,2670.6872297752893,9.821107356205601
2020-10-01,65 to 79,19673,2112.221638864105,7.753396885113063
2020-10-01,over 80,9135,2708.383982732755,8.38626989727243
2020-10-02,0 to 4,4328,822.9811007182069,3.8166373333413017
2020-10-02,5 to 11,9346,1097.3012447665094,4.880845315445175
2020-10-02,12 to 17,11596,1611.9503403639537,7.1689015038607815
2020-10-02,18 to 29,64154,3766.1813888857905,14.038959033831123
2020-10-02,30 to 49,88360,3242.0334256728247,11.756905150656642
2020-10-02,50 to 64,49795,2681.7816573566824,9.778791578329276
2020-10-02,65 to 79,19754,2120.9183273583863,7.630692285546488
2020-10-02,over 80,9172,2719.353901436763,8.449802244979038
2020-10-03,0 to 4,4356,828.3053777099144,3.721560958489383
2020-10-03,5 to 11,9382,1101.527956173699,4.729891336616974
2020-10-03,12 to 17,11649,1619.3178263970074,7.019963106966166
2020-10-03,18 to 29,64373,3779.0378549544066,13.669954136884549
2020-10-03,30 to 49,88710,3254.875341686694,11.573449207601367
2020-10-03,50 to 64,49948,2690.021693375873,9.467193577603597
2020-10-03,65 to 79,19835,2129.6150158526675,7.707382660275599
2020-10-03,over 80,9219,2733.2886630337457,8.68275418656994
2020-10-04,0 to 4,4375,831.9182799542873,3.5993199051083447
2020-10-04,5 to 11,9424,1106.4591194820869,4.71311867230273
2020-10-04,12 to 17,11696,1625.8512574074512,6.930600068829397
2020-10-04,18 to 29,64586,3791.542089075937,13.636408237162131
2020-10-04,30 to 49,88988,3265.075492120567,11.515791625498279
2020-10-04,50 to 64,50137,2700.2005613995784,9.605681577926122
2020-10-04,65 to 79,19896,2136.1643738545336,7.661368435438132
2020-10-04,over 80,9230,2736.5499902160186,8.343914998801356
2020-10-05,0 to 4,4383,833.439501951918,3.5993199051083447
2020-10-05,5 to 11,9447,1109.1595184366804,4.562164693474528
2020-10-05,12 to 17,11728,1630.2995508613703,6.801520124854065
2020-10-05,18 to 29,64683,3797.236505553817,13.418359888966426
2020-10-05,30 to 49,89113,3269.6618906969493,11.353302075935037
2020-10-05,50 to 64,50196,2703.3780916292008,9.301777354996139
2020-10-05,65 to 79,19920,2138.7411704454316,7.454304423669533
2020-10-05,over 80,9234,2737.7359273732086,8.132140506445992
2020-10-06,0 to 4,4400,836.6720986968832,3.721560958489383
2020-10-06,5 to 11,9485,1113.6210471442694,4.704732340145607
2020-10-06,12 to 17,11773,1636.5549635309442,7.039821559885449
2020-10-06,18 to 29,64876,3808.5666331850634,13.594475862509112
2020-10-06,30 to 49,89390,3279.8253499422112,11.434546850716659
2020-10-06,50 to 64,50358,2712.1028356495194,9.424877799727271
2020-10-06,65 to 79,19995,2146.793659791988,7.615354210600665
2020-10-06,over 80,9265,2746.9269403414314,8.598044389627793
2020-10-07,0 to 4,4400,836.6720986968832,3.327673119817149
2020-10-07,5 to 11,9566,1123.131147810446,4.989867633487765
2020-10-07,12 to 17,11860,1648.648761358787,7.3476275801343185
2020-10-07,18 to 29,65243,3830.111487281785,13.963480759455688
2020-10-07,30 to 49,89901,3298.5745473224606,11.853874720557286
2020-10-07,50 to 64,50652,2727.9366303530614,9.6441504669046
2020-10-07,65 to 79,20088,2156.778746581718,7.592347098181931
2020-10-07,over 80,9305,2758.7863119133317,8.725109085041012
2020-10-08,0 to 4,4460,848.0812636791135,3.9388783867223403
2020-10-08,5 to 11,9610,1128.2971284192333,5.073730955058989
2020-10-08,12 to 17,11914,1656.1552565622753,7.317839900755396
2020-10-08,18 to 29,65558,3848.603664503767,14.168949395255487
2020-10-08,30 to 49,90298,3313.1409492010494,11.992777077441994
2020-10-08,50 to 64,50876,2740.0004739367123,9.821107356205601
2020-10-08,65 to 79,20180,2166.6564668468277,7.661368435438132
2020-10-08,over 80,9334,2767.3843563029595,8.576866940392257
2020-10-09,0 to 4,4487,853.215387921117,3.9388783867223403
2020-10-09,5 to 11,9662,1134.4023782296185,5.023412962116254
2020-10-09,12 to 17,11987,1666.3029260040284,7.446919844730728
2020-10-09,18 to 29,65860,3866.3326725070638,14.034765796365823
2020-10-09,30 to 49,90690,3327.5238951365827,11.903669905100863
2020-10-09,50 to 64,51081,2751.0410450735358,9.682619355883078
2020-10-09,65 to 79,20261,2175.353155341109,7.477311536088266
2020-10-09,over 80,9366,2776.87185356048,8.153317955681528
2020-10-10,0 to 4,4510,857.5889011643053,3.9388783867223403
2020-10-10,5 to 11,9738,1143.3254356447965,5.174366940944456
